cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE"
Workers,"Commuting to Work","Workers 16 years and over",370909,"(+/- 7426 )",352366,"(+/- 7226 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",299021,"(+/- 8153 )",282183,"(+/- 6612 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",29824,"(+/- 3856 )",26795,"(+/- 2996 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",2898,"(+/- 766 )",3429,"(+/- 848 )"
Workers,"Commuting to Work",Walked,7888,"(+/- 1608 )",9590,"(+/- 1378 )"
Workers,"Commuting to Work","Other means",5053,"(+/- 1514 )",3572,"(+/- 1067 )"
Workers,"Commuting to Work","Worked from home",26225,"(+/- 2372 )",26797,"(+/- 3662 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",27.6,"(+/- 0.8 )",28.4,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",376508,"(+/- 7510 )",358985,"(+/- 7523 )"
Workers,Occupation,"Management, business, science, and arts occupations",156445,"(+/- 6453 )",156383,"(+/- 6655 )"
Workers,Occupation,"Service occupations",60617,"(+/- 4371 )",53652,"(+/- 4292 )"
Workers,Occupation,"Sales and office occupations",76981,"(+/- 4599 )",70440,"(+/- 4343 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",33420,"(+/- 3258 )",33771,"(+/- 3150 )"
Workers,Occupation,"Production, transportation, and material moving occupations",49045,"(+/- 3566 )",44739,"(+/- 2979 )"
Workers,Industry,"Civilian employed population 16 years and over",376508,"(+/- 7510 )",358985,"(+/- 7523 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1590,"(+/- 578 )",3881,"(+/- 1107 )"
Workers,Industry,Construction,27061,"(+/- 2838 )",26673,"(+/- 2438 )"
Workers,Industry,Manufacturing,51180,"(+/- 3740 )",47095,"(+/- 3944 )"
Workers,Industry,"Wholesale trade",7854,"(+/- 1445 )",10267,"(+/- 1773 )"
Workers,Industry,"Retail trade",43533,"(+/- 4182 )",45906,"(+/- 4014 )"
Workers,Industry,"Transportation and warehousing, and utilities",18570,"(+/- 2869 )",12307,"(+/- 1715 )"
Workers,Industry,Information,8500,"(+/- 1571 )",7057,"(+/- 1255 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",25427,"(+/- 2748 )",17568,"(+/- 2114 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",42220,"(+/- 2780 )",40323,"(+/- 3579 )"
Workers,Industry,"Educational services, and health care and social assistance",86734,"(+/- 4635 )",91881,"(+/- 4558 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",34956,"(+/- 3303 )",29532,"(+/- 2950 )"
Workers,Industry,"Other services, except public administration",15953,"(+/- 2355 )",13116,"(+/- 2231 )"
Workers,Industry,"Public administration",12930,"(+/- 2033 )",13379,"(+/- 1864 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",376508,"(+/- 7510 )",358985,"(+/- 7523 )"
Workers,"Class of Worker","Private wage and salary workers",301306,"(+/- 8407 )",288674,"(+/- 7316 )"
Workers,"Class of Worker","Government workers",48869,"(+/- 3525 )",45247,"(+/- 3450 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",26029,"(+/- 2877 )",24042,"(+/- 3213 )"
Workers,"Class of Worker","Unpaid family workers",304,"(+/- 228 )",1022,"(+/- 655 )"
Housing,"Housing Occupancy","Total housing units",324309,"(+/- 2832 )",317989,"(+/- 2846 )"
Housing,"Housing Occupancy","Occupied housing units",274786,"(+/- 4131 )",266610,"(+/- 4661 )"
Housing,"Housing Occupancy","Vacant housing units",49523,"(+/- 3764 )",51379,"(+/- 3902 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.9,"(+/- 0.5 )",0.7,"(+/- 0.3 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.3,"(+/- 1.4 )",4.6,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",274786,"(+/- 4131 )",266610,"(+/- 4661 )"
Housing,"Housing Tenure",Owner-occupied,191247,"(+/- 4530 )",192919,"(+/- 4501 )"
Housing,"Housing Tenure",Renter-occupied,83539,"(+/- 4416 )",73691,"(+/- 3765 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.58,"(+/- 0.06 )",2.61,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.09,"(+/- 0.07 )",2.00,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",274786,"(+/- 4131 )",266610,"(+/- 4661 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",75856,"(+/- 4326 )",65464,"(+/- 4154 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",33792,"(+/- 3297 )",32823,"(+/- 2405 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",44368,"(+/- 3194 )",43697,"(+/- 3162 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",57366,"(+/- 3386 )",54598,"(+/- 3033 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",32163,"(+/- 2273 )",33606,"(+/- 2826 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",31241,"(+/- 2449 )",36422,"(+/- 2500 )"
Housing,Value,"Owner-occupied units",191247,"(+/- 4530 )",192919,"(+/- 4501 )"
Housing,Value,"Less than $50,000",5782,"(+/- 1260 )",7970,"(+/- 1289 )"
Housing,Value,"$50,000 to $99,999",6951,"(+/- 1390 )",10812,"(+/- 1580 )"
Housing,Value,"$100,000 to $149,999",10110,"(+/- 1581 )",17240,"(+/- 1725 )"
Housing,Value,"$150,000 to $199,999",19494,"(+/- 2473 )",23601,"(+/- 2360 )"
Housing,Value,"$200,000 to $299,999",54841,"(+/- 3350 )",57295,"(+/- 3439 )"
Housing,Value,"$300,000 to $499,999",66851,"(+/- 3368 )",59989,"(+/- 3976 )"
Housing,Value,"$500,000 to $999,999",23526,"(+/- 2026 )",13955,"(+/- 1590 )"
Housing,Value,"$1,000,000 or more",3692,"(+/- 863 )",2057,"(+/- 667 )"
Housing,Value,"Median (dollars)",297400,"(+/- 5796 )",265200,"(+/- 4998 )"
Housing,"Mortgage Status","Owner-occupied units",191247,"(+/- 4530 )",192919,"(+/- 4501 )"
Housing,"Mortgage Status","Housing units with a mortgage",126781,"(+/- 4030 )",122668,"(+/- 4033 )"
Housing,"Mortgage Status","Housing units without a mortgage",64466,"(+/- 3345 )",70251,"(+/- 3559 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",126781,"(+/- 4030 )",122668,"(+/- 4033 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",416,"(+/- 289 )",869,"(+/- 492 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",5312,"(+/- 978 )",7931,"(+/- 1003 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",24326,"(+/- 2727 )",23300,"(+/- 1976 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",34384,"(+/- 2509 )",33442,"(+/- 2653 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",29965,"(+/- 2587 )",28223,"(+/- 2700 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",16396,"(+/- 1868 )",14179,"(+/- 1730 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",15982,"(+/- 1675 )",14724,"(+/- 1732 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1986,"(+/- 38 )",1938,"(+/- 36 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",64466,"(+/- 3345 )",70251,"(+/- 3559 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1475,"(+/- 647 )",2641,"(+/- 1023 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",3349,"(+/- 883 )",4843,"(+/- 1010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",8893,"(+/- 1506 )",10876,"(+/- 1451 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",15741,"(+/- 1731 )",16677,"(+/- 2109 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",14041,"(+/- 2068 )",15590,"(+/- 1779 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",20967,"(+/- 1992 )",19624,"(+/- 1920 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",840,"(+/- 30 )",801,"(+/- 18 )"
Housing,"Gross Rent","Occupied units paying rent",79396,"(+/- 4107 )",71190,"(+/- 3793 )"
Housing,"Gross Rent","Less than $500",5523,"(+/- 1347 )",7709,"(+/- 1637 )"
Housing,"Gross Rent","$500 to $999",20413,"(+/- 2564 )",24357,"(+/- 2693 )"
Housing,"Gross Rent","$1,000 to $1,499",32130,"(+/- 3363 )",24384,"(+/- 2448 )"
Housing,"Gross Rent","$1,500 to $1,999",16032,"(+/- 2387 )",11111,"(+/- 1556 )"
Housing,"Gross Rent","$2,000 to $2,499",3901,"(+/- 1085 )",2902,"(+/- 825 )"
Housing,"Gross Rent","$2,500 to $2,999",927,"(+/- 412 )",287,"(+/- 199 )"
Housing,"Gross Rent","$3,000 or more",470,"(+/- 329 )",440,"(+/- 298 )"
Housing,"Gross Rent","Median (dollars)",1191,"(+/- 32 )",1077,"(+/- 52 )"
Housing,"Gross Rent","No rent paid",4143,"(+/- 1249 )",2501,"(+/- 900 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",274786,"(+/- 4131 )",266610,"(+/- 4661 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",10354,"(+/- 1875 )",10875,"(+/- 1718 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",7110,"(+/- 1622 )",9429,"(+/- 1822 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",18405,"(+/- 2579 )",16865,"(+/- 2147 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",18189,"(+/- 2437 )",18556,"(+/- 2104 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",28469,"(+/- 2712 )",30974,"(+/- 2495 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",47189,"(+/- 3606 )",44293,"(+/- 3688 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",38431,"(+/- 3187 )",38002,"(+/- 2811 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",51580,"(+/- 3339 )",49863,"(+/- 3440 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",27001,"(+/- 2437 )",22857,"(+/- 2411 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",28058,"(+/- 2374 )",24896,"(+/- 2332 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",79996,"(+/- 2758 )",76368,"(+/- 2306 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",104135,"(+/- 3204 )",97529,"(+/- 2698 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",679238,"(+/- 7256 )",664099,"(+/- 7145 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",632663,"(+/- 9307 )",626650,"(+/- 8004 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",511339,"(+/- 11029 )",503856,"(+/- 11292 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",212976,"(+/- 7453 )",218167,"(+/- 8427 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",46575,"(+/- 6045 )",37449,"(+/- 3938 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",139104,"(+/- 4517 )",137784,"(+/- 4244 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5710,"(+/- 2038 )",4466,"(+/- 1321 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.7,"(+/- 0.9 )",3.7,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.3,"(+/- 1.9 )",5.8,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.1,"(+/- 3.8 )",9.2,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,"(+/- 0.8 )",1.6,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.7,"(+/- 1.6 )",1.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.6,"(+/- 3.7 )",1.4,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",16.4,"(+/- 4.0 )",13.9,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.6,"(+/- 6.2 )",21.7,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.7,"(+/- 12.1 )",38.0,"(+/- 14.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",7.7,"(+/- 0.8 )",6.8,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.3,"(+/- 2.2 )",5.8,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",8.2,"(+/- 2.2 )",5.6,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",6.5,"(+/- 2.9 )",9.2,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.8,"(+/- 2.5 )",4.2,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.6,"(+/- 0.7 )",7.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.0,"(+/- 1.1 )",6.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.6,"(+/- 0.9 )",3.5,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.2,"(+/- 1.8 )",18.7,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",152651,"(+/- 5272 )",146275,"(+/- 4723 )"
Education,"School Enrollment","Nursery school, preschool",9064,"(+/- 1405 )",11551,"(+/- 1895 )"
Education,"School Enrollment",Kindergarten,7097,"(+/- 1525 )",6411,"(+/- 1250 )"
Education,"School Enrollment","Elementary school (grades 1-8)",59840,"(+/- 2899 )",55471,"(+/- 2691 )"
Education,"School Enrollment","High school (grades 9-12)",31712,"(+/- 2176 )",31886,"(+/- 2327 )"
Education,"School Enrollment","College or graduate school",44938,"(+/- 3302 )",40956,"(+/- 2905 )"
Education,"Educational Attainment","Population 25 years and over",493842,"(+/- 4968 )",485908,"(+/- 4934 )"
Education,"Educational Attainment","Less than 9th grade",9082,"(+/- 1456 )",10249,"(+/- 1786 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",23282,"(+/- 2795 )",23059,"(+/- 2681 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",136992,"(+/- 6499 )",138113,"(+/- 6039 )"
Education,"Educational Attainment","Some college, no degree",87400,"(+/- 5220 )",86678,"(+/- 4378 )"
Education,"Educational Attainment","Associate's degree",48353,"(+/- 3597 )",48305,"(+/- 3563 )"
Education,"Educational Attainment","Bachelor's degree",117190,"(+/- 3954 )",107446,"(+/- 5240 )"
Education,"Educational Attainment","Graduate or professional degree",71543,"(+/- 4100 )",72058,"(+/- 4661 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.4,"(+/- 0.6 )",93.1,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",38.2,"(+/- 1.1 )",36.9,"(+/- 1.3 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",308249,G,274270,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",122,J,545,H
