cdTopic,Subject,Title,District 01 Estimate,District (At Large) MOE
Housing,Housing Occupancy,Rental vacancy rate,6.9,(+/- 1.4 )
Housing,Housing Tenure,Occupied housing units,353799,(+/- 3905 )
Housing,Housing Tenure,Owner-occupied,239931,(+/- 4242 )
Housing,Housing Tenure,Renter-occupied,113868,(+/- 4043 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.54,(+/- 0.04 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.12,(+/- 0.06 )
Housing,Year Householder Moved into Unit,Occupied housing units,353799,(+/- 3905 )
Housing,Year Householder Moved into Unit,Moved in 2017 or later,101354,(+/- 4319 )
Housing,Year Householder Moved into Unit,Moved in 2015 to 2016,41657,(+/- 2667 )
Housing,Year Householder Moved into Unit,Moved in 2014 to 2014,60620,(+/- 3255 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,70540,(+/- 3233 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,38769,(+/- 2481 )
Housing,Year Householder Moved into Unit,Moved in 1989 and earlier,40859,(+/- 2035 )
Housing,Value,Owner-occupied units,239931,(+/- 4242 )
Housing,Value,"Less than $50,000",26765,(+/- 2372 )
Housing,Value,"$50,000 to $99,999",26759,(+/- 2468 )
Housing,Value,"$100,000 to $149,999",31889,(+/- 2678 )
Housing,Value,"$150,000 to $199,999",46658,(+/- 2597 )
Housing,Value,"$200,000 to $299,999",56854,(+/- 3228 )
Housing,Value,"$300,000 to $499,999",38587,(+/- 3003 )
Housing,Value,"$500,000 to $999,999",10845,(+/- 1350 )
Housing,Value,"$1,000,000 or more",1574,(+/- 516 )
Housing,Value,Median (dollars),185000,(+/- 3869 )
Housing,Mortgage Status,Owner-occupied units,239931,(+/- 4242 )
Housing,Mortgage Status,Housing units with a mortgage,133395,(+/- 4150 )
Housing,Mortgage Status,Housing units without a mortgage,106536,(+/- 3466 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,133395,(+/- 4150 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,1921,(+/- 653 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,27788,(+/- 2030 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",49357,(+/- 3216 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",30580,(+/- 2480 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",12664,(+/- 1747 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",4962,(+/- 987 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",6123,(+/- 1258 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1371,(+/- 24 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,106536,(+/- 3466 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,9212,(+/- 1297 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,22905,(+/- 2145 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,41701,(+/- 2443 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,19479,(+/- 1562 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,7768,(+/- 1042 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",5471,(+/- 1028 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),490,(+/- 8 )
Housing,Gross Rent,Occupied units paying rent,104451,(+/- 4002 )
Housing,Gross Rent,Less than $500,18309,(+/- 1888 )
Housing,Gross Rent,$500 to $999,59441,(+/- 3668 )
Housing,Gross Rent,"$1,000 to $1,499",21037,(+/- 2879 )
Housing,Gross Rent,"$1,500 to $1,999",3991,(+/- 871 )
Housing,Gross Rent,"$2,000 to $2,499",1142,(+/- 486 )
Housing,Gross Rent,"$2,500 to $2,999",285,(+/- 238 )
Housing,Gross Rent,"$3,000 or more",246,(+/- 171 )
Housing,Gross Rent,Median (dollars),769,(+/- 24 )
Housing,Gross Rent,No rent paid,9417,(+/- 1126 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Total households,353799,(+/- 3905 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"Less than $10,000",16727,(+/- 1879 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$10,000 to $14,999",15252,(+/- 1702 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$15,000 to $24,999",32326,(+/- 2569 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$25,000 to $34,999",34740,(+/- 3170 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$35,000 to $49,999",45739,(+/- 2760 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$50,000 to $74,999",72124,(+/- 3230 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$75,000 to $99,999",48104,(+/- 2978 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$100,000 to $149,999",54181,(+/- 3297 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$150,000 to $199,000",18784,(+/- 1843 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$200,000 or more",15822,(+/- 2024 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Median household income (dollars),59533,(+/- 1949 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Mean household income (dollars),77650,(+/- 1944 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,867305,(+/- 718 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,778968,(+/- 5978 )
Socioeconomic,Health Insurance Coverage,With private health insurance,622325,(+/- 7784 )
Socioeconomic,Health Insurance Coverage,With public coverage,266521,(+/- 7775 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,88337,(+/- 6034 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 19 years,226171,(+/- 2146 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,17637,(+/- 3254 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,7.3,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,11.9,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,12.4,(+/- 4.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.1,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.6,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,1.7,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no spouse present",28.9,(+/- 4.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,33.8,(+/- 5.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,39.7,(+/- 11.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,11.9,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,15,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,14.6,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,17.3,(+/- 2.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,13.6,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,10.9,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,7.7,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,9,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,22.9,(+/- 1.7 )
Education,School Enrollment,Population 3 years and over enrolled in school,214461,(+/- 4279 )
Education,School Enrollment,"Nursery school, preschool",15523,(+/- 2026 )
Education,School Enrollment,Kindergarten,13452,(+/- 1790 )
Education,School Enrollment,Elementary school (grades 1-8),94854,(+/- 2904 )
Education,School Enrollment,High school (grades 9-12),43382,(+/- 2028 )
Education,School Enrollment,College or graduate school,47250,(+/- 2842 )
Education,Educational Attainment,Population 25 years and over,588029,(+/- 2632 )
Education,Educational Attainment,Less than 9th grade,16462,(+/- 2288 )
Education,Educational Attainment,"9th to 12th grade, no diploma",29832,(+/- 3256 )
Education,Educational Attainment,High school graduate (includes equivalency),176644,(+/- 5921 )
Education,Educational Attainment,"Some college, no degree",120476,(+/- 5241 )
Education,Educational Attainment,Associate's degree,69831,(+/- 3731 )
Education,Educational Attainment,Bachelor's degree,121231,(+/- 5603 )
Education,Educational Attainment,Graduate or professional degree,53553,(+/- 4055 )
Education,Educational Attainment,Percent high school graduate or higher,92.1,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,29.7,(+/- 1.2 )
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 American Community Survey 1-Year Estimates,,,,
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics.",,,,
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race.",,,,
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.,,,,
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",,,,
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.,,,,
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.,,,,
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.,,,,
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.,,,,
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.,,,,
An '(X)' means that the estimate is not applicable or not available,,,,
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes.",,,,
,,,,
Topic,Subject,Title,District (At Large) Estimate,District (At Large) Flag
Business,Paid employees for pay period including March 12,Total for all sectors,358943,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",443,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",1039,G
Business,Paid employees for pay period including March 12,Utilities,2712,H
Business,Paid employees for pay period including March 12,Construction,20392,G
Business,Paid employees for pay period including March 12,Manufacturing,46750,G
Business,Paid employees for pay period including March 12,Wholesale trade,18346,G
Business,Paid employees for pay period including March 12,Retail trade,52541,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,10674,G
Business,Paid employees for pay period including March 12,Information,6766,G
Business,Paid employees for pay period including March 12,Finance and insurance,25113,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,4191,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",12718,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,7651,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,10624,G
Business,Paid employees for pay period including March 12,Educational services,8051,G
Business,Paid employees for pay period including March 12,Health care and social assistance,68638,H
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",6982,G
Business,Paid employees for pay period including March 12,Accommodation and food services,40812,G
Business,Paid employees for pay period including March 12,Other services (except public administration),14434,G
Business,Paid employees for pay period including March 12,Industries not classified,66,H
Business,"Annual payroll ($1,000)",Total for all sectors,15766523,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",17063,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",72701,G
Business,"Annual payroll ($1,000)",Utilities,261711,H
Business,"Annual payroll ($1,000)",Construction,1132165,G
Business,"Annual payroll ($1,000)",Manufacturing,2292944,G
Business,"Annual payroll ($1,000)",Wholesale trade,1045717,G
Business,"Annual payroll ($1,000)",Retail trade,1451386,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,451454,G
Business,"Annual payroll ($1,000)",Information,334143,G
Business,"Annual payroll ($1,000)",Finance and insurance,1622076,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,165956,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",687060,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,569388,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,375151,G
Business,"Annual payroll ($1,000)",Educational services,215489,G
Business,"Annual payroll ($1,000)",Health care and social assistance,3787878,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",138905,G
Business,"Annual payroll ($1,000)",Accommodation and food services,729745,G
Business,"Annual payroll ($1,000)",Other services (except public administration),414463,G
Business,"Annual payroll ($1,000)",Industries not classified,1128,G
Business,Total Establishments,Total for all sectors,27108,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",146,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",62,X
Business,Total Establishments,Utilities,158,X
Business,Total Establishments,Construction,3369,X
Business,Total Establishments,Manufacturing,1022,X
Business,Total Establishments,Wholesale trade,1529,X
Business,Total Establishments,Retail trade,3802,X
Business,Total Establishments,Transportation and warehousing,1275,X
Business,Total Establishments,Information,474,X
Business,Total Establishments,Finance and insurance,1973,X
Business,Total Establishments,Real estate and rental and leasing,1174,X
Business,Total Establishments,"Professional, scientific, and technical services",1993,X
Business,Total Establishments,Management of companies and enterprises,141,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1189,X
Business,Total Establishments,Educational services,246,X
Business,Total Establishments,Health care and social assistance,2482,X
Business,Total Establishments,"Arts, entertainment, and recreation",703,X
Business,Total Establishments,Accommodation and food services,2521,X
Business,Total Establishments,Other services (except public administration),2794,X
Business,Total Establishments,Industries not classified,55,X
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 County Business Patterns for Congressional Districts,,,,
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry.",,,,
2. Industries not classified - Industry could not be determined.,,,,
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates.",,,,
4. Disclosure and Quality Indicator Flag Definitions:,,,,
G Cell value changed by less than 2 percent by the application of noise,,,,
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise,,,,
J Cell value changed by 5 percent or more by the application of noise,,,,
S Cell value withheld because it did not meet publication standards,,,,
N Not available or not comparable,,,,
X Not applicable,,,,
