cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Workers,Industry,Information,5357,"(+/- 1240 )",6801,"(+/- 1681 )",7151,"(+/- 1317 )",10108,"(+/- 1819 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",23244,"(+/- 2267 )",26647,"(+/- 2793 )",25650,"(+/- 2383 )",43115,"(+/- 4427 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",40118,"(+/- 3909 )",42976,"(+/- 3768 )",59429,"(+/- 3991 )",57410,"(+/- 4311 )"
Workers,Industry,"Educational services, and health care and social assistance",81823,"(+/- 4390 )",91398,"(+/- 6020 )",96616,"(+/- 4387 )",85304,"(+/- 4726 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",33148,"(+/- 3469 )",39661,"(+/- 4342 )",35191,"(+/- 3686 )",33054,"(+/- 3266 )"
Workers,Industry,"Other services, except public administration",15386,"(+/- 2431 )",18546,"(+/- 2277 )",17454,"(+/- 2237 )",18810,"(+/- 2625 )"
Workers,Industry,"Public administration",29558,"(+/- 2790 )",18537,"(+/- 2303 )",11567,"(+/- 1465 )",13627,"(+/- 1804 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",387154,"(+/- 6018 )",389942,"(+/- 8237 )",385883,"(+/- 6665 )",435551,"(+/- 8637 )"
Workers,"Class of Worker","Private wage and salary workers",300969,"(+/- 6805 )",307401,"(+/- 9230 )",315910,"(+/- 6633 )",356852,"(+/- 8218 )"
Workers,"Class of Worker","Government workers",67480,"(+/- 3739 )",62291,"(+/- 4111 )",49201,"(+/- 3223 )",57932,"(+/- 3930 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17826,"(+/- 2284 )",19256,"(+/- 2542 )",19955,"(+/- 2172 )",20383,"(+/- 2823 )"
Workers,"Class of Worker","Unpaid family workers",879,"(+/- 469 )",994,"(+/- 603 )",817,"(+/- 318 )",384,"(+/- 241 )"
Housing,"Housing Occupancy","Total housing units",288417,"(+/- 2411 )",306004,"(+/- 4194 )",257365,"(+/- 3639 )",281757,"(+/- 4331 )"
Housing,"Housing Occupancy","Occupied housing units",252011,"(+/- 3567 )",268916,"(+/- 4778 )",236363,"(+/- 3229 )",266565,"(+/- 4336 )"
Housing,"Housing Occupancy","Vacant housing units",36406,"(+/- 2946 )",37088,"(+/- 3184 )",21002,"(+/- 2090 )",15192,"(+/- 2939 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.1,"(+/- 0.5 )",0.9,"(+/- 0.4 )",0.6,"(+/- 0.3 )",0.7,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",11.1,"(+/- 2.3 )",6.3,"(+/- 1.6 )",5.5,"(+/- 1.8 )",7.6,"(+/- 2.3 )"
Housing,"Housing Tenure","Occupied housing units",252011,"(+/- 3567 )",268916,"(+/- 4778 )",236363,"(+/- 3229 )",266565,"(+/- 4336 )"
Housing,"Housing Tenure",Owner-occupied,188040,"(+/- 4011 )",178012,"(+/- 4573 )",165209,"(+/- 3710 )",192027,"(+/- 4513 )"
Housing,"Housing Tenure",Renter-occupied,63971,"(+/- 3918 )",90904,"(+/- 4401 )",71154,"(+/- 2685 )",74538,"(+/- 4478 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.23,"(+/- 0.05 )",3.08,"(+/- 0.06 )",3.37,"(+/- 0.06 )",3.38,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.69,"(+/- 0.09 )",2.48,"(+/- 0.10 )",2.91,"(+/- 0.10 )",2.59,"(+/- 0.12 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",252011,"(+/- 3567 )",268916,"(+/- 4778 )",236363,"(+/- 3229 )",266565,"(+/- 4336 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",79578,"(+/- 3875 )",91203,"(+/- 5060 )",78845,"(+/- 3222 )",88186,"(+/- 4695 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",36018,"(+/- 2963 )",36010,"(+/- 2805 )",29156,"(+/- 2440 )",38627,"(+/- 3731 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",36410,"(+/- 2438 )",46103,"(+/- 3803 )",36090,"(+/- 2751 )",42874,"(+/- 3496 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",50710,"(+/- 3081 )",50871,"(+/- 3299 )",44294,"(+/- 2904 )",50078,"(+/- 2890 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",24492,"(+/- 1904 )",22778,"(+/- 2213 )",24272,"(+/- 1921 )",23403,"(+/- 1966 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",24803,"(+/- 1779 )",21951,"(+/- 1968 )",23706,"(+/- 1796 )",23397,"(+/- 1881 )"
Housing,Value,"Owner-occupied units",188040,"(+/- 4011 )",178012,"(+/- 4573 )",165209,"(+/- 3710 )",192027,"(+/- 4513 )"
Housing,Value,"Less than $50,000",6953,"(+/- 1380 )",5110,"(+/- 1377 )",5900,"(+/- 1123 )",6352,"(+/- 1570 )"
Housing,Value,"$50,000 to $99,999",2647,"(+/- 743 )",3498,"(+/- 847 )",3146,"(+/- 754 )",1940,"(+/- 748 )"
Housing,Value,"$100,000 to $149,999",10113,"(+/- 1441 )",9901,"(+/- 1717 )",4131,"(+/- 850 )",3991,"(+/- 988 )"
Housing,Value,"$150,000 to $199,999",19886,"(+/- 1722 )",13280,"(+/- 1840 )",6454,"(+/- 905 )",9291,"(+/- 1631 )"
Housing,Value,"$200,000 to $299,999",61748,"(+/- 3274 )",54827,"(+/- 3825 )",32611,"(+/- 2541 )",46531,"(+/- 3128 )"
Housing,Value,"$300,000 to $499,999",60431,"(+/- 2638 )",62358,"(+/- 3667 )",68616,"(+/- 3427 )",90921,"(+/- 3705 )"
Housing,Value,"$500,000 to $999,999",21578,"(+/- 2151 )",24803,"(+/- 2051 )",38955,"(+/- 2131 )",30631,"(+/- 2918 )"
Housing,Value,"$1,000,000 or more",4684,"(+/- 677 )",4235,"(+/- 780 )",5396,"(+/- 896 )",2370,"(+/- 617 )"
Housing,Value,"Median (dollars)",288400,"(+/- 4603 )",305700,"(+/- 8321 )",376900,"(+/- 5193 )",350300,"(+/- 5374 )"
Housing,"Mortgage Status","Owner-occupied units",188040,"(+/- 4011 )",178012,"(+/- 4573 )",165209,"(+/- 3710 )",192027,"(+/- 4513 )"
Housing,"Mortgage Status","Housing units with a mortgage",134102,"(+/- 4032 )",119540,"(+/- 4443 )",110051,"(+/- 3157 )",142997,"(+/- 3949 )"
Housing,"Mortgage Status","Housing units without a mortgage",53938,"(+/- 2851 )",58472,"(+/- 2737 )",55158,"(+/- 2830 )",49030,"(+/- 3283 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",134102,"(+/- 4032 )",119540,"(+/- 4443 )",110051,"(+/- 3157 )",142997,"(+/- 3949 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1791,"(+/- 583 )",833,"(+/- 377 )",738,"(+/- 285 )",1988,"(+/- 1009 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",17973,"(+/- 2160 )",16774,"(+/- 2154 )",9306,"(+/- 1510 )",10056,"(+/- 1448 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",48228,"(+/- 3188 )",40416,"(+/- 2782 )",31127,"(+/- 2517 )",41085,"(+/- 2922 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",35122,"(+/- 2889 )",30240,"(+/- 2882 )",29350,"(+/- 2705 )",47203,"(+/- 3244 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",18199,"(+/- 1834 )",16772,"(+/- 2158 )",17810,"(+/- 1702 )",23830,"(+/- 2615 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",5380,"(+/- 1234 )",7426,"(+/- 1187 )",9642,"(+/- 1274 )",12285,"(+/- 2248 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",7409,"(+/- 1262 )",7079,"(+/- 1125 )",12078,"(+/- 1397 )",6550,"(+/- 1179 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1490,"(+/- 30 )",1525,"(+/- 39 )",1717,"(+/- 33 )",1688,"(+/- 32 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",53938,"(+/- 2851 )",58472,"(+/- 2737 )",55158,"(+/- 2830 )",49030,"(+/- 3283 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",7221,"(+/- 1368 )",7113,"(+/- 1266 )",5674,"(+/- 1070 )",4412,"(+/- 1235 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",18495,"(+/- 1906 )",20805,"(+/- 1851 )",14853,"(+/- 1457 )",14572,"(+/- 1541 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",19418,"(+/- 1846 )",20366,"(+/- 2261 )",20637,"(+/- 1914 )",19216,"(+/- 2068 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",5502,"(+/- 960 )",5284,"(+/- 1106 )",8595,"(+/- 1405 )",6535,"(+/- 1109 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1592,"(+/- 512 )",2227,"(+/- 684 )",2568,"(+/- 645 )",3071,"(+/- 1080 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1710,"(+/- 522 )",2677,"(+/- 852 )",2831,"(+/- 681 )",1224,"(+/- 535 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",410,"(+/- 12 )",410,"(+/- 13 )",462,"(+/- 12 )",446,"(+/- 12 )"
