cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Workers,"Commuting to Work","Workers 16 years and over",392320,"(+/- 5782 )",384265,"(+/- 6507 )",436452,"(+/- 7077 )",376384,"(+/- 5021 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",315534,"(+/- 6711 )",300871,"(+/- 7024 )",359191,"(+/- 6608 )",299066,"(+/- 5474 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",32796,"(+/- 3185 )",35571,"(+/- 3421 )",36192,"(+/- 3768 )",31691,"(+/- 3182 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1891,"(+/- 750 )",7594,"(+/- 1515 )",3185,"(+/- 966 )",5140,"(+/- 1567 )"
Workers,"Commuting to Work",Walked,13877,"(+/- 1616 )",14287,"(+/- 1839 )",8999,"(+/- 1831 )",13334,"(+/- 1735 )"
Workers,"Commuting to Work","Other means",4333,"(+/- 913 )",6517,"(+/- 1412 )",4583,"(+/- 1074 )",3258,"(+/- 865 )"
Workers,"Commuting to Work","Worked from home",23889,"(+/- 2550 )",19425,"(+/- 2097 )",24302,"(+/- 3187 )",23895,"(+/- 2553 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",19.9,"(+/- 0.4 )",19.9,"(+/- 0.5 )",20.5,"(+/- 0.5 )",18.6,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",399688,"(+/- 5386 )",392326,"(+/- 6408 )",443737,"(+/- 7038 )",382805,"(+/- 5037 )"
Workers,Occupation,"Management, business, science, and arts occupations",141009,"(+/- 5092 )",146937,"(+/- 5873 )",191739,"(+/- 6125 )",131816,"(+/- 3794 )"
Workers,Occupation,"Service occupations",64837,"(+/- 3728 )",65732,"(+/- 4267 )",63977,"(+/- 3511 )",61408,"(+/- 3769 )"
Workers,Occupation,"Sales and office occupations",78361,"(+/- 4111 )",70236,"(+/- 3872 )",90515,"(+/- 3663 )",73998,"(+/- 4089 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",39925,"(+/- 2697 )",36747,"(+/- 2692 )",36359,"(+/- 2944 )",43748,"(+/- 3261 )"
Workers,Occupation,"Production, transportation, and material moving occupations",75556,"(+/- 4344 )",72674,"(+/- 3834 )",61147,"(+/- 4508 )",71835,"(+/- 2925 )"
Workers,Industry,"Civilian employed population 16 years and over",399688,"(+/- 5386 )",392326,"(+/- 6408 )",443737,"(+/- 7038 )",382805,"(+/- 5037 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",13391,"(+/- 1739 )",12807,"(+/- 1878 )",8971,"(+/- 1398 )",25476,"(+/- 1970 )"
Workers,Industry,Construction,27777,"(+/- 2405 )",25948,"(+/- 2355 )",30538,"(+/- 2806 )",24517,"(+/- 2002 )"
Workers,Industry,Manufacturing,69166,"(+/- 4092 )",69805,"(+/- 3549 )",43557,"(+/- 3948 )",62416,"(+/- 3259 )"
Workers,Industry,"Wholesale trade",9690,"(+/- 1413 )",8992,"(+/- 1368 )",11152,"(+/- 1539 )",12733,"(+/- 1606 )"
Workers,Industry,"Retail trade",44654,"(+/- 3806 )",43837,"(+/- 2945 )",48746,"(+/- 4720 )",42658,"(+/- 2903 )"
Workers,Industry,"Transportation and warehousing, and utilities",21365,"(+/- 2722 )",19626,"(+/- 1887 )",21515,"(+/- 2370 )",19805,"(+/- 1880 )"
Workers,Industry,Information,6221,"(+/- 1050 )",3950,"(+/- 800 )",8538,"(+/- 1420 )",5240,"(+/- 1478 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",24024,"(+/- 2402 )",17569,"(+/- 2372 )",61231,"(+/- 4286 )",17762,"(+/- 1708 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",30762,"(+/- 2501 )",26623,"(+/- 2766 )",42729,"(+/- 3733 )",24163,"(+/- 2246 )"
Workers,Industry,"Educational services, and health care and social assistance",96981,"(+/- 3753 )",108589,"(+/- 5487 )",96268,"(+/- 3814 )",96145,"(+/- 3949 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",30212,"(+/- 2815 )",29562,"(+/- 3158 )",32840,"(+/- 3109 )",24439,"(+/- 2591 )"
Workers,Industry,"Other services, except public administration",15080,"(+/- 1794 )",13554,"(+/- 1546 )",21364,"(+/- 2150 )",15566,"(+/- 2047 )"
Workers,Industry,"Public administration",10365,"(+/- 1364 )",11464,"(+/- 1643 )",16288,"(+/- 1793 )",11885,"(+/- 1440 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",399688,"(+/- 5386 )",392326,"(+/- 6408 )",443737,"(+/- 7038 )",382805,"(+/- 5037 )"
Workers,"Class of Worker","Private wage and salary workers",323462,"(+/- 5611 )",300526,"(+/- 5824 )",365360,"(+/- 6806 )",293713,"(+/- 5469 )"
Workers,"Class of Worker","Government workers",51568,"(+/- 3133 )",68189,"(+/- 3995 )",55468,"(+/- 3413 )",56240,"(+/- 3489 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",23934,"(+/- 1932 )",22673,"(+/- 2740 )",22225,"(+/- 2209 )",32047,"(+/- 2424 )"
Workers,"Class of Worker","Unpaid family workers",724,"(+/- 344 )",938,"(+/- 492 )",684,"(+/- 416 )",805,"(+/- 343 )"
Housing,"Housing Occupancy","Total housing units",346740,"(+/- 1093 )",350935,"(+/- 1093 )",366626,"(+/- 891 )",354299,"(+/- 1156 )"
Housing,"Housing Occupancy","Occupied housing units",314430,"(+/- 3476 )",316300,"(+/- 3404 )",342025,"(+/- 3154 )",314466,"(+/- 3087 )"
Housing,"Housing Occupancy","Vacant housing units",32310,"(+/- 3109 )",34635,"(+/- 3430 )",24601,"(+/- 3104 )",39833,"(+/- 3006 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.8,"(+/- 0.6 )",1.1,"(+/- 0.5 )",1.3,"(+/- 0.5 )",1.3,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.7,"(+/- 1.8 )",6.6,"(+/- 1.3 )",4.9,"(+/- 1.4 )",6.0,"(+/- 1.4 )"
Housing,"Housing Tenure","Occupied housing units",314430,"(+/- 3476 )",316300,"(+/- 3404 )",342025,"(+/- 3154 )",314466,"(+/- 3087 )"
Housing,"Housing Tenure",Owner-occupied,231086,"(+/- 4096 )",216408,"(+/- 4036 )",236850,"(+/- 4661 )",223536,"(+/- 3864 )"
Housing,"Housing Tenure",Renter-occupied,83344,"(+/- 4039 )",99892,"(+/- 3696 )",105175,"(+/- 4277 )",90930,"(+/- 3975 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.49,"(+/- 0.03 )",2.50,"(+/- 0.04 )",2.54,"(+/- 0.04 )",2.39,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.10,"(+/- 0.08 )",2.18,"(+/- 0.07 )",2.19,"(+/- 0.09 )",2.02,"(+/- 0.05 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",314430,"(+/- 3476 )",316300,"(+/- 3404 )",342025,"(+/- 3154 )",314466,"(+/- 3087 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",80597,"(+/- 3494 )",88980,"(+/- 4071 )",105020,"(+/- 4733 )",78709,"(+/- 3789 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",33721,"(+/- 2323 )",37572,"(+/- 2884 )",43173,"(+/- 3162 )",35489,"(+/- 2649 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",51530,"(+/- 2328 )",49690,"(+/- 2799 )",53632,"(+/- 3292 )",48840,"(+/- 2498 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",67558,"(+/- 3427 )",61545,"(+/- 2976 )",69769,"(+/- 4159 )",62726,"(+/- 2723 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",37349,"(+/- 2389 )",39493,"(+/- 2152 )",35912,"(+/- 2354 )",39252,"(+/- 2044 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",43675,"(+/- 2225 )",39020,"(+/- 1760 )",34519,"(+/- 2824 )",49450,"(+/- 2237 )"
Housing,Value,"Owner-occupied units",231086,"(+/- 4096 )",216408,"(+/- 4036 )",236850,"(+/- 4661 )",223536,"(+/- 3864 )"
Housing,Value,"Less than $50,000",17699,"(+/- 1683 )",21264,"(+/- 1877 )",10755,"(+/- 1361 )",24076,"(+/- 1874 )"
Housing,Value,"$50,000 to $99,999",39744,"(+/- 2415 )",41789,"(+/- 2588 )",27298,"(+/- 1999 )",55442,"(+/- 2628 )"
Housing,Value,"$100,000 to $149,999",51453,"(+/- 2977 )",41317,"(+/- 2678 )",45459,"(+/- 3263 )",43975,"(+/- 2337 )"
Housing,Value,"$150,000 to $199,999",45999,"(+/- 2845 )",34626,"(+/- 2167 )",43799,"(+/- 3336 )",36161,"(+/- 2309 )"
Housing,Value,"$200,000 to $299,999",44726,"(+/- 2551 )",40880,"(+/- 2800 )",58245,"(+/- 3808 )",35804,"(+/- 2279 )"
Housing,Value,"$300,000 to $499,999",23422,"(+/- 1837 )",28031,"(+/- 2428 )",38276,"(+/- 2547 )",21434,"(+/- 2202 )"
Housing,Value,"$500,000 to $999,999",5964,"(+/- 877 )",7613,"(+/- 1120 )",11383,"(+/- 1395 )",5297,"(+/- 806 )"
Housing,Value,"$1,000,000 or more",2079,"(+/- 643 )",888,"(+/- 293 )",1635,"(+/- 603 )",1347,"(+/- 401 )"
Housing,Value,"Median (dollars)",156200,"(+/- 3040 )",154600,"(+/- 3140 )",187800,"(+/- 3744 )",134000,"(+/- 3811 )"
Housing,"Mortgage Status","Owner-occupied units",231086,"(+/- 4096 )",216408,"(+/- 4036 )",236850,"(+/- 4661 )",223536,"(+/- 3864 )"
Housing,"Mortgage Status","Housing units with a mortgage",138122,"(+/- 4518 )",127240,"(+/- 3756 )",158025,"(+/- 4858 )",120394,"(+/- 3252 )"
Housing,"Mortgage Status","Housing units without a mortgage",92964,"(+/- 2860 )",89168,"(+/- 3329 )",78825,"(+/- 3303 )",103142,"(+/- 2990 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",138122,"(+/- 4518 )",127240,"(+/- 3756 )",158025,"(+/- 4858 )",120394,"(+/- 3252 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",2012,"(+/- 610 )",1036,"(+/- 340 )",1682,"(+/- 573 )",3356,"(+/- 543 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",39748,"(+/- 2758 )",34443,"(+/- 2445 )",28597,"(+/- 2757 )",42827,"(+/- 2682 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",53352,"(+/- 3602 )",47456,"(+/- 2810 )",55622,"(+/- 3036 )",42083,"(+/- 2402 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",23608,"(+/- 1935 )",23017,"(+/- 2205 )",38760,"(+/- 2773 )",17764,"(+/- 1713 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",10865,"(+/- 1305 )",12691,"(+/- 1761 )",16715,"(+/- 1813 )",8683,"(+/- 1089 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4911,"(+/- 1081 )",3195,"(+/- 709 )",7932,"(+/- 1274 )",2649,"(+/- 688 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3626,"(+/- 880 )",5402,"(+/- 957 )",8717,"(+/- 1355 )",3032,"(+/- 698 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1225,"(+/- 17 )",1259,"(+/- 29 )",1434,"(+/- 26 )",1138,"(+/- 19 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",92964,"(+/- 2860 )",89168,"(+/- 3329 )",78825,"(+/- 3303 )",103142,"(+/- 2990 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",6757,"(+/- 1233 )",5919,"(+/- 942 )",4523,"(+/- 796 )",10289,"(+/- 1158 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",18246,"(+/- 1393 )",17716,"(+/- 1784 )",14024,"(+/- 1576 )",27328,"(+/- 2015 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",40124,"(+/- 2239 )",35285,"(+/- 2499 )",26789,"(+/- 2240 )",37206,"(+/- 2351 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",18123,"(+/- 1937 )",18359,"(+/- 1654 )",16785,"(+/- 1938 )",17175,"(+/- 1540 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5920,"(+/- 840 )",6718,"(+/- 1035 )",9019,"(+/- 1235 )",7024,"(+/- 1235 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3794,"(+/- 931 )",5171,"(+/- 752 )",7685,"(+/- 1382 )",4120,"(+/- 912 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",500,"(+/- 10 )",514,"(+/- 11 )",558,"(+/- 13 )",462,"(+/- 9 )"
Housing,"Gross Rent","Occupied units paying rent",78983,"(+/- 4028 )",94835,"(+/- 3632 )",100018,"(+/- 4199 )",83091,"(+/- 4136 )"
