cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,Ancestry,Arab,2998,"(+/- 1810 )",1702,"(+/- 1226 )",2866,"(+/- 2185 )",1181,"(+/- 759 )"
People,Ancestry,Czech,351,"(+/- 369 )",55,"(+/- 91 )",101,"(+/- 110 )",609,"(+/- 416 )"
People,Ancestry,Danish,222,"(+/- 262 )",159,"(+/- 207 )",503,"(+/- 607 )",1006,"(+/- 488 )"
People,Ancestry,Dutch,4111,"(+/- 1492 )",1191,"(+/- 584 )",4304,"(+/- 2365 )",3769,"(+/- 1115 )"
People,Ancestry,English,71718,"(+/- 6311 )",23892,"(+/- 3231 )",46527,"(+/- 5135 )",57674,"(+/- 5485 )"
People,Ancestry,"French (except Basque)",8782,"(+/- 2096 )",5219,"(+/- 1680 )",9855,"(+/- 1714 )",41736,"(+/- 4902 )"
People,Ancestry,"French Canadian",387,"(+/- 315 )",547,"(+/- 437 )",1558,"(+/- 924 )",3667,"(+/- 1189 )"
People,Ancestry,German,36801,"(+/- 3956 )",12949,"(+/- 2420 )",35460,"(+/- 5801 )",60431,"(+/- 5886 )"
People,Ancestry,Greek,239,"(+/- 172 )",53,"(+/- 74 )",1790,"(+/- 899 )",1546,"(+/- 847 )"
People,Ancestry,Hungarian,103,"(+/- 128 )",545,"(+/- 508 )",413,"(+/- 428 )",176,"(+/- 193 )"
People,Ancestry,Irish,59049,"(+/- 5764 )",22324,"(+/- 3250 )",43598,"(+/- 4515 )",65482,"(+/- 7043 )"
People,Ancestry,Italian,9898,"(+/- 2358 )",4457,"(+/- 1368 )",7808,"(+/- 2093 )",24796,"(+/- 4726 )"
People,Ancestry,Lithuanian,111,"(+/- 108 )",30,"(+/- 55 )",0,"(+/- 226 )",170,"(+/- 199 )"
People,Ancestry,Norwegian,1894,"(+/- 929 )",703,"(+/- 627 )",943,"(+/- 538 )",3948,"(+/- 1403 )"
People,Ancestry,Polish,2691,"(+/- 920 )",1601,"(+/- 806 )",1529,"(+/- 708 )",6482,"(+/- 2694 )"
People,Ancestry,Portuguese,683,"(+/- 641 )",351,"(+/- 565 )",241,"(+/- 185 )",547,"(+/- 440 )"
People,Ancestry,Russian,788,"(+/- 725 )",729,"(+/- 630 )",673,"(+/- 618 )",1799,"(+/- 721 )"
People,Ancestry,Scotch-Irish,10679,"(+/- 2501 )",5260,"(+/- 1406 )",14157,"(+/- 3063 )",13711,"(+/- 2368 )"
People,Ancestry,Scottish,12078,"(+/- 2397 )",5183,"(+/- 1221 )",10348,"(+/- 1773 )",15337,"(+/- 2683 )"
People,Ancestry,Slovak,94,"(+/- 156 )",0,"(+/- 226 )",28,"(+/- 47 )",149,"(+/- 153 )"
People,Ancestry,"Subsaharan African",4112,"(+/- 1605 )",7715,"(+/- 2968 )",5426,"(+/- 2044 )",3514,"(+/- 2530 )"
People,Ancestry,Swedish,2329,"(+/- 1290 )",733,"(+/- 597 )",1490,"(+/- 719 )",2691,"(+/- 1247 )"
People,Ancestry,Swiss,210,"(+/- 190 )",37,"(+/- 60 )",28,"(+/- 48 )",228,"(+/- 234 )"
People,Ancestry,Ukrainian,187,"(+/- 193 )",0,"(+/- 226 )",55,"(+/- 93 )",607,"(+/- 523 )"
People,Ancestry,Welsh,2933,"(+/- 1038 )",1266,"(+/- 926 )",3089,"(+/- 1400 )",2769,"(+/- 1039 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",644,"(+/- 745 )",625,"(+/- 528 )",94,"(+/- 119 )",1631,"(+/- 1364 )"
People,"Veteran Status","Civilian population 18 years and over",586750,"(+/- 3524 )",523335,"(+/- 6300 )",565822,"(+/- 6354 )",587400,"(+/- 2685 )"
People,"Veteran Status","Civilian veterans",36830,"(+/- 2915 )",25533,"(+/- 2592 )",37862,"(+/- 3366 )",53648,"(+/- 4259 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",756768,"(+/- 4638 )",673442,"(+/- 8031 )",720203,"(+/- 8071 )",754196,"(+/- 3268 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",107572,"(+/- 6066 )",119246,"(+/- 6563 )",117414,"(+/- 5625 )",144418,"(+/- 6703 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",179420,"(+/- 2254 )",168143,"(+/- 3269 )",170126,"(+/- 4167 )",178941,"(+/- 1818 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",5884,"(+/- 1637 )",10136,"(+/- 1936 )",8212,"(+/- 1906 )",13788,"(+/- 2502 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",457409,"(+/- 3787 )",397083,"(+/- 5866 )",429353,"(+/- 5460 )",450639,"(+/- 3911 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",55913,"(+/- 5039 )",62735,"(+/- 4906 )",61690,"(+/- 4867 )",76551,"(+/- 5622 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",119939,"(+/- 2423 )",108216,"(+/- 2826 )",120724,"(+/- 3060 )",124616,"(+/- 2555 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",45775,"(+/- 2756 )",46375,"(+/- 2897 )",47512,"(+/- 3725 )",54079,"(+/- 3618 )"
People,"Residence 1 Year Ago","Population 1 year and over",761287,"(+/- 4075 )",684966,"(+/- 7790 )",730584,"(+/- 8007 )",766900,"(+/- 1642 )"
People,"Residence 1 Year Ago","Same house",668627,"(+/- 7550 )",618125,"(+/- 9046 )",649110,"(+/- 10825 )",647829,"(+/- 9957 )"
People,"Residence 1 Year Ago","Different house in the U.S.",90882,"(+/- 8036 )",65932,"(+/- 7161 )",79719,"(+/- 8007 )",116629,"(+/- 9597 )"
People,"Residence 1 Year Ago","Same county",50556,"(+/- 6947 )",44045,"(+/- 6317 )",37999,"(+/- 5372 )",57381,"(+/- 7578 )"
People,"Residence 1 Year Ago","Different county",40326,"(+/- 4861 )",21887,"(+/- 3381 )",41720,"(+/- 5107 )",59248,"(+/- 7237 )"
People,"Residence 1 Year Ago","Same state",22427,"(+/- 3796 )",16365,"(+/- 2819 )",31156,"(+/- 4527 )",31550,"(+/- 6337 )"
People,"Residence 1 Year Ago","Different state",17899,"(+/- 3455 )",5522,"(+/- 1720 )",10564,"(+/- 2565 )",27698,"(+/- 4921 )"
People,"Residence 1 Year Ago",Abroad,1778,"(+/- 883 )",909,"(+/- 604 )",1755,"(+/- 921 )",2442,"(+/- 1162 )"
Workers,"Employment Status","Population 16 years and over",611998,"(+/- 3574 )",543776,"(+/- 7231 )",588667,"(+/- 6525 )",616067,"(+/- 2389 )"
Workers,"Employment Status","In labor force",356713,"(+/- 7639 )",292794,"(+/- 6274 )",336328,"(+/- 6593 )",357156,"(+/- 7216 )"
Workers,"Employment Status","Civilian labor force",354278,"(+/- 7602 )",292387,"(+/- 6318 )",333928,"(+/- 6669 )",347976,"(+/- 7407 )"
Workers,"Employment Status",Employed,339015,"(+/- 7198 )",264587,"(+/- 6252 )",316982,"(+/- 7255 )",320168,"(+/- 7995 )"
Workers,"Employment Status",Unemployed,15263,"(+/- 2346 )",27800,"(+/- 3277 )",16946,"(+/- 2903 )",27808,"(+/- 4970 )"
Workers,"Employment Status","Armed Forces",2435,"(+/- 792 )",407,"(+/- 289 )",2400,"(+/- 959 )",9180,"(+/- 1685 )"
Workers,"Employment Status","Not in labor force",255285,"(+/- 7108 )",250982,"(+/- 6838 )",252339,"(+/- 6884 )",258911,"(+/- 7235 )"
Workers,"Employment Status","Civilian labor force",354278,"(+/- 7602 )",292387,"(+/- 6318 )",333928,"(+/- 6669 )",347976,"(+/- 7407 )"
Workers,"Employment Status","Unemployment Rate",4.3,"(+/- 0.6 )",9.5,"(+/- 1.1 )",5.1,"(+/- 0.9 )",8.0,"(+/- 1.4 )"
Workers,"Commuting to Work","Workers 16 years and over",335760,"(+/- 7182 )",259764,"(+/- 6176 )",314972,"(+/- 7467 )",324437,"(+/- 8109 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",290522,"(+/- 7208 )",217671,"(+/- 7148 )",266580,"(+/- 6965 )",272984,"(+/- 8712 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",27525,"(+/- 3678 )",30053,"(+/- 3371 )",26906,"(+/- 2978 )",25946,"(+/- 3676 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",698,"(+/- 450 )",1011,"(+/- 423 )",776,"(+/- 482 )",552,"(+/- 462 )"
Workers,"Commuting to Work",Walked,1952,"(+/- 620 )",2000,"(+/- 711 )",2860,"(+/- 834 )",6706,"(+/- 1803 )"
Workers,"Commuting to Work","Other means",2414,"(+/- 952 )",2801,"(+/- 1157 )",6128,"(+/- 1835 )",10422,"(+/- 2358 )"
Workers,"Commuting to Work","Worked from home",12649,"(+/- 2547 )",6228,"(+/- 1553 )",11722,"(+/- 2453 )",7827,"(+/- 1963 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.7,"(+/- 0.8 )",24.4,"(+/- 0.9 )",24.9,"(+/- 1.0 )",25.3,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",339015,"(+/- 7198 )",264587,"(+/- 6252 )",316982,"(+/- 7255 )",320168,"(+/- 7995 )"
Workers,Occupation,"Management, business, science, and arts occupations",106095,"(+/- 5743 )",74939,"(+/- 4731 )",117811,"(+/- 6484 )",107654,"(+/- 5581 )"
Workers,Occupation,"Service occupations",46823,"(+/- 4329 )",65839,"(+/- 4962 )",53603,"(+/- 5233 )",60896,"(+/- 5554 )"
Workers,Occupation,"Sales and office occupations",74563,"(+/- 5159 )",48911,"(+/- 3624 )",61158,"(+/- 4900 )",66828,"(+/- 5526 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",32120,"(+/- 3146 )",23389,"(+/- 2541 )",33883,"(+/- 3691 )",39047,"(+/- 3948 )"
Workers,Occupation,"Production, transportation, and material moving occupations",79414,"(+/- 5133 )",51509,"(+/- 4609 )",50527,"(+/- 4702 )",45743,"(+/- 4432 )"
Workers,Industry,"Civilian employed population 16 years and over",339015,"(+/- 7198 )",264587,"(+/- 6252 )",316982,"(+/- 7255 )",320168,"(+/- 7995 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",6426,"(+/- 1719 )",6656,"(+/- 1230 )",6697,"(+/- 1577 )",7400,"(+/- 1678 )"
Workers,Industry,Construction,21434,"(+/- 2851 )",14268,"(+/- 1974 )",21574,"(+/- 2758 )",26674,"(+/- 3421 )"
Workers,Industry,Manufacturing,63723,"(+/- 5467 )",33659,"(+/- 3549 )",34890,"(+/- 4212 )",34729,"(+/- 3888 )"
Workers,Industry,"Wholesale trade",10885,"(+/- 2300 )",4519,"(+/- 1221 )",10910,"(+/- 2586 )",6682,"(+/- 1881 )"
Workers,Industry,"Retail trade",35357,"(+/- 3310 )",31588,"(+/- 3505 )",31627,"(+/- 3637 )",36495,"(+/- 3664 )"
Workers,Industry,"Transportation and warehousing, and utilities",32767,"(+/- 3710 )",14456,"(+/- 2448 )",20739,"(+/- 2669 )",16695,"(+/- 2526 )"
Workers,Industry,Information,1653,"(+/- 683 )",2799,"(+/- 891 )",5797,"(+/- 1872 )",2939,"(+/- 1128 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",16025,"(+/- 2732 )",9490,"(+/- 1886 )",18769,"(+/- 2837 )",13634,"(+/- 2514 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",18985,"(+/- 2795 )",17287,"(+/- 2559 )",22776,"(+/- 2783 )",22619,"(+/- 3259 )"
Workers,Industry,"Educational services, and health care and social assistance",79068,"(+/- 4961 )",72345,"(+/- 4500 )",84968,"(+/- 6160 )",77883,"(+/- 5518 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25561,"(+/- 3117 )",28977,"(+/- 3626 )",25093,"(+/- 3693 )",41301,"(+/- 4985 )"
Workers,Industry,"Other services, except public administration",15254,"(+/- 2646 )",11544,"(+/- 2210 )",16796,"(+/- 2573 )",17405,"(+/- 2546 )"
Workers,Industry,"Public administration",11877,"(+/- 2047 )",16999,"(+/- 2730 )",16346,"(+/- 2158 )",15712,"(+/- 2533 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",339015,"(+/- 7198 )",264587,"(+/- 6252 )",316982,"(+/- 7255 )",320168,"(+/- 7995 )"
Workers,"Class of Worker","Private wage and salary workers",270509,"(+/- 6995 )",195227,"(+/- 6343 )",239829,"(+/- 6662 )",245302,"(+/- 7025 )"
Workers,"Class of Worker","Government workers",48928,"(+/- 3760 )",56003,"(+/- 4025 )",59129,"(+/- 4986 )",56063,"(+/- 4408 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",18175,"(+/- 2748 )",12843,"(+/- 1653 )",17637,"(+/- 2959 )",17704,"(+/- 2507 )"
Workers,"Class of Worker","Unpaid family workers",1403,"(+/- 942 )",514,"(+/- 328 )",387,"(+/- 304 )",1099,"(+/- 627 )"
Housing,"Housing Occupancy","Total housing units",337641,"(+/- 2021 )",314726,"(+/- 3393 )",338392,"(+/- 4127 )",348288,"(+/- 1696 )"
Housing,"Housing Occupancy","Occupied housing units",278795,"(+/- 5061 )",251496,"(+/- 5420 )",280709,"(+/- 5877 )",289229,"(+/- 5813 )"
Housing,"Housing Occupancy","Vacant housing units",58846,"(+/- 4687 )",63230,"(+/- 4621 )",57683,"(+/- 4891 )",59059,"(+/- 5678 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.3,"(+/- 0.7 )",2.0,"(+/- 0.7 )",2.0,"(+/- 0.5 )",2.5,"(+/- 0.9 )"
Housing,"Housing Occupancy","Rental vacancy rate",12.5,"(+/- 2.5 )",9.9,"(+/- 1.9 )",9.9,"(+/- 2.2 )",10.4,"(+/- 2.3 )"
Housing,"Housing Tenure","Occupied housing units",278795,"(+/- 5061 )",251496,"(+/- 5420 )",280709,"(+/- 5877 )",289229,"(+/- 5813 )"
Housing,"Housing Tenure",Owner-occupied,196723,"(+/- 5184 )",148129,"(+/- 4615 )",200620,"(+/- 5976 )",195179,"(+/- 6293 )"
Housing,"Housing Tenure",Renter-occupied,82072,"(+/- 4981 )",103367,"(+/- 4203 )",80089,"(+/- 4974 )",94050,"(+/- 4670 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.74,"(+/- 0.06 )",2.72,"(+/- 0.07 )",2.64,"(+/- 0.06 )",2.59,"(+/- 0.07 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.58,"(+/- 0.11 )",2.51,"(+/- 0.09 )",2.32,"(+/- 0.12 )",2.64,"(+/- 0.11 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",278795,"(+/- 5061 )",251496,"(+/- 5420 )",280709,"(+/- 5877 )",289229,"(+/- 5813 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",68852,"(+/- 4761 )",57440,"(+/- 4229 )",67035,"(+/- 4001 )",81964,"(+/- 4865 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",31663,"(+/- 3316 )",28550,"(+/- 3172 )",31270,"(+/- 3416 )",32538,"(+/- 2958 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",42468,"(+/- 3559 )",38333,"(+/- 3755 )",41365,"(+/- 3519 )",41130,"(+/- 3337 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",58101,"(+/- 3780 )",50417,"(+/- 4107 )",61146,"(+/- 4359 )",62131,"(+/- 4495 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",39414,"(+/- 3245 )",35025,"(+/- 3225 )",36684,"(+/- 2873 )",33393,"(+/- 2711 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",38297,"(+/- 2682 )",41731,"(+/- 3503 )",43209,"(+/- 3511 )",38073,"(+/- 3043 )"
Housing,Value,"Owner-occupied units",196723,"(+/- 5184 )",148129,"(+/- 4615 )",200620,"(+/- 5976 )",195179,"(+/- 6293 )"
Housing,Value,"Less than $50,000",25048,"(+/- 2866 )",31202,"(+/- 2662 )",28379,"(+/- 2974 )",22281,"(+/- 2829 )"
Housing,Value,"$50,000 to $99,999",50124,"(+/- 3374 )",44542,"(+/- 2684 )",46772,"(+/- 3802 )",42278,"(+/- 3724 )"
Housing,Value,"$100,000 to $149,999",34111,"(+/- 2841 )",26218,"(+/- 2471 )",31657,"(+/- 2981 )",35491,"(+/- 3952 )"
Housing,Value,"$150,000 to $199,999",33871,"(+/- 3165 )",19871,"(+/- 2445 )",32283,"(+/- 2913 )",40032,"(+/- 4145 )"
Housing,Value,"$200,000 to $299,999",33318,"(+/- 2770 )",17535,"(+/- 2492 )",34649,"(+/- 3692 )",32021,"(+/- 3450 )"
Housing,Value,"$300,000 to $499,999",15278,"(+/- 2010 )",5842,"(+/- 1104 )",18565,"(+/- 2329 )",16504,"(+/- 2085 )"
Housing,Value,"$500,000 to $999,999",3656,"(+/- 1033 )",2330,"(+/- 676 )",7162,"(+/- 1584 )",4977,"(+/- 1434 )"
Housing,Value,"$1,000,000 or more",1317,"(+/- 594 )",589,"(+/- 278 )",1153,"(+/- 455 )",1595,"(+/- 643 )"
Housing,Value,"Median (dollars)",130100,"(+/- 6235 )",96800,"(+/- 6100 )",137800,"(+/- 6813 )",146300,"(+/- 5895 )"
Housing,"Mortgage Status","Owner-occupied units",196723,"(+/- 5184 )",148129,"(+/- 4615 )",200620,"(+/- 5976 )",195179,"(+/- 6293 )"
Housing,"Mortgage Status","Housing units with a mortgage",103177,"(+/- 5016 )",68292,"(+/- 4094 )",96943,"(+/- 5262 )",95525,"(+/- 5311 )"
Housing,"Mortgage Status","Housing units without a mortgage",93546,"(+/- 4760 )",79837,"(+/- 4005 )",103677,"(+/- 4914 )",99654,"(+/- 5016 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",103177,"(+/- 5016 )",68292,"(+/- 4094 )",96943,"(+/- 5262 )",95525,"(+/- 5311 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",3318,"(+/- 992 )",2034,"(+/- 680 )",2318,"(+/- 844 )",2002,"(+/- 878 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",41155,"(+/- 3463 )",29519,"(+/- 2335 )",30768,"(+/- 3574 )",28926,"(+/- 3313 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",32543,"(+/- 2754 )",24778,"(+/- 2827 )",31887,"(+/- 3435 )",35854,"(+/- 3468 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",15618,"(+/- 2200 )",7547,"(+/- 1634 )",17487,"(+/- 2602 )",17366,"(+/- 2006 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6565,"(+/- 1174 )",2204,"(+/- 727 )",7110,"(+/- 1830 )",6364,"(+/- 1693 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1958,"(+/- 736 )",1405,"(+/- 662 )",3580,"(+/- 1199 )",3002,"(+/- 838 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",2020,"(+/- 867 )",805,"(+/- 370 )",3793,"(+/- 1160 )",2011,"(+/- 653 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1103,"(+/- 36 )",1039,"(+/- 33 )",1231,"(+/- 41 )",1213,"(+/- 40 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",93546,"(+/- 4760 )",79837,"(+/- 4005 )",103677,"(+/- 4914 )",99654,"(+/- 5016 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",20637,"(+/- 2503 )",18904,"(+/- 2498 )",25496,"(+/- 2969 )",24453,"(+/- 3670 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",36501,"(+/- 3224 )",28834,"(+/- 2873 )",37585,"(+/- 2953 )",35138,"(+/- 3612 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",23804,"(+/- 2455 )",20859,"(+/- 2457 )",27646,"(+/- 2771 )",24188,"(+/- 2706 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8608,"(+/- 1523 )",6893,"(+/- 1301 )",7564,"(+/- 1417 )",10310,"(+/- 1896 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2664,"(+/- 856 )",2721,"(+/- 955 )",3422,"(+/- 919 )",2947,"(+/- 897 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1332,"(+/- 500 )",1626,"(+/- 595 )",1964,"(+/- 878 )",2618,"(+/- 879 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",354,"(+/- 12 )",354,"(+/- 14 )",354,"(+/- 13 )",348,"(+/- 15 )"
Housing,"Gross Rent","Occupied units paying rent",73175,"(+/- 4678 )",87353,"(+/- 3948 )",66074,"(+/- 4411 )",83982,"(+/- 4401 )"
