cdTopic,Subject,Title,District 01 Estimate,District (At Large) MOE
Workers,Employment Status,Employed,520261,(+/- 5885 )
Workers,Employment Status,Unemployed,22004,(+/- 2812 )
Workers,Employment Status,Armed Forces,3105,(+/- 851 )
Workers,Employment Status,Not in labor force,324032,(+/- 5617 )
Workers,Employment Status,Civilian labor force,542265,(+/- 5700 )
Workers,Employment Status,Unemployment Rate,4.1,(+/- 0.5 )
Workers,Commuting to Work,Workers 16 years and over,514545,(+/- 5926 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",391949,(+/- 7409 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",50917,(+/- 4192 )
Workers,Commuting to Work,Public transportation (excluding taxicab),4758,(+/- 1027 )
Workers,Commuting to Work,Walked,21487,(+/- 2301 )
Workers,Commuting to Work,Other means,11842,(+/- 1969 )
Workers,Commuting to Work,Worked from home,33592,(+/- 2679 )
Workers,Commuting to Work,Mean travel time to work (minutes),19.5,(+/- 0.6 )
Workers,Occupation,Civilian employed population 16 years and over,520261,(+/- 5885 )
Workers,Occupation,"Management, business, science, and arts occupations",203197,(+/- 6427 )
Workers,Occupation,Service occupations,96942,(+/- 5436 )
Workers,Occupation,Sales and office occupations,102293,(+/- 4803 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",59571,(+/- 3155 )
Workers,Occupation,"Production, transportation, and material moving occupations",58258,(+/- 4191 )
Workers,Industry,Civilian employed population 16 years and over,520261,(+/- 5885 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",31431,(+/- 2580 )
Workers,Industry,Construction,41457,(+/- 3191 )
Workers,Industry,Manufacturing,25458,(+/- 2643 )
Workers,Industry,Wholesale trade,12070,(+/- 1834 )
Workers,Industry,Retail trade,69014,(+/- 4090 )
Workers,Industry,"Transportation and warehousing, and utilities",25341,(+/- 2415 )
Workers,Industry,Information,7809,(+/- 1584 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",27307,(+/- 3048 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",46712,(+/- 3545 )
Workers,Industry,"Educational services, and health care and social assistance",122596,(+/- 4948 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",57028,(+/- 4238 )
Workers,Industry,"Other services, except public administration",24296,(+/- 2718 )
Workers,Industry,Public administration,29742,(+/- 2885 )
Workers,Class of Worker,Civilian employed population 16 years and over,520261,(+/- 5885 )
Workers,Class of Worker,Private wage and salary workers,388219,(+/- 7036 )
Workers,Class of Worker,Government workers,87663,(+/- 4665 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,42764,(+/- 3080 )
Workers,Class of Worker,Unpaid family workers,1615,(+/- 413 )
Housing,Housing Occupancy,Total housing units,519938,(+/- 159 )
Housing,Housing Occupancy,Occupied housing units,437651,(+/- 4637 )
Housing,Housing Occupancy,Vacant housing units,82287,(+/- 4659 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.6,(+/- 0.4 )
Housing,Housing Occupancy,Rental vacancy rate,7.1,(+/- 1.1 )
Housing,Housing Tenure,Occupied housing units,437651,(+/- 4637 )
Housing,Housing Tenure,Owner-occupied,301456,(+/- 4542 )
Housing,Housing Tenure,Renter-occupied,136195,(+/- 4810 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.49,(+/- 0.03 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.12,(+/- 0.05 )
Housing,Year Householder Moved into Unit,Occupied housing units,437651,(+/- 4637 )
Housing,Year Householder Moved into Unit,Moved in 2017 or later,127297,(+/- 4993 )
Housing,Year Householder Moved into Unit,Moved in 2015 to 2016,48979,(+/- 3382 )
Housing,Year Householder Moved into Unit,Moved in 2014 to 2014,71395,(+/- 3686 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,91012,(+/- 3977 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,47473,(+/- 2546 )
Housing,Year Householder Moved into Unit,Moved in 1989 and earlier,51495,(+/- 2837 )
Housing,Value,Owner-occupied units,301456,(+/- 4542 )
Housing,Value,"Less than $50,000",22980,(+/- 2555 )
Housing,Value,"$50,000 to $99,999",21526,(+/- 1732 )
Housing,Value,"$100,000 to $149,999",23460,(+/- 2349 )
Housing,Value,"$150,000 to $199,999",39772,(+/- 2672 )
Housing,Value,"$200,000 to $299,999",76035,(+/- 3852 )
Housing,Value,"$300,000 to $499,999",79523,(+/- 3330 )
Housing,Value,"$500,000 to $999,999",31865,(+/- 2457 )
Housing,Value,"$1,000,000 or more",6295,(+/- 1254 )
Housing,Value,Median (dollars),253600,(+/- 5097 )
Housing,Mortgage Status,Owner-occupied units,301456,(+/- 4542 )
Housing,Mortgage Status,Housing units with a mortgage,166940,(+/- 4563 )
Housing,Mortgage Status,Housing units without a mortgage,134516,(+/- 3606 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,166940,(+/- 4563 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2866,(+/- 1048 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,30936,(+/- 2588 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",53211,(+/- 3408 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",43961,(+/- 2140 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",18919,(+/- 2217 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",8503,(+/- 1350 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",8544,(+/- 1628 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1466,(+/- 29 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,134516,(+/- 3606 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,17034,(+/- 1509 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,34410,(+/- 2223 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,53771,(+/- 3208 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,19262,(+/- 1715 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,5466,(+/- 1039 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",4573,(+/- 816 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),450,(+/- 7 )
Housing,Gross Rent,Occupied units paying rent,127256,(+/- 4772 )
Housing,Gross Rent,Less than $500,18045,(+/- 2016 )
Housing,Gross Rent,$500 to $999,66057,(+/- 3593 )
Housing,Gross Rent,"$1,000 to $1,499",31372,(+/- 2904 )
Housing,Gross Rent,"$1,500 to $1,999",7866,(+/- 1398 )
Housing,Gross Rent,"$2,000 to $2,499",1943,(+/- 856 )
Housing,Gross Rent,"$2,500 to $2,999",213,(+/- 231 )
Housing,Gross Rent,"$3,000 or more",1760,(+/- 809 )
Housing,Gross Rent,Median (dollars),831,(+/- 25 )
Housing,Gross Rent,No rent paid,8939,(+/- 1140 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Total households,437651,(+/- 4637 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"Less than $10,000",23489,(+/- 2194 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$10,000 to $14,999",21550,(+/- 2415 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$15,000 to $24,999",44357,(+/- 2858 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$25,000 to $34,999",39725,(+/- 3042 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$35,000 to $49,999",62899,(+/- 4841 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$50,000 to $74,999",81763,(+/- 4075 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$75,000 to $99,999",58858,(+/- 3855 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$100,000 to $149,999",62882,(+/- 3721 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$150,000 to $199,000",23210,(+/- 2351 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$200,000 or more",18918,(+/- 2211 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Median household income (dollars),57153,(+/- 1205 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Mean household income (dollars),77320,(+/- 2198 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,1053646,(+/- 851 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,966505,(+/- 5756 )
Socioeconomic,Health Insurance Coverage,With private health insurance,698220,(+/- 9861 )
Socioeconomic,Health Insurance Coverage,With public coverage,428101,(+/- 9495 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,87141,(+/- 5669 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 19 years,241743,(+/- 2147 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,15034,(+/- 2170 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,7.9,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,13.8,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,14.9,(+/- 4.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.9,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,6.1,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,4,(+/- 4.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no spouse present",28.4,(+/- 3.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,35.3,(+/- 5.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,42.3,(+/- 10.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,12.6,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,14.9,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,14.5,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,15.5,(+/- 3.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,14.1,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,12,(+/- 0.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.6,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,8.7,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,25.9,(+/- 1.3 )
Education,School Enrollment,Population 3 years and over enrolled in school,242758,(+/- 4609 )
Education,School Enrollment,"Nursery school, preschool",12710,(+/- 1652 )
Education,School Enrollment,Kindergarten,12297,(+/- 1422 )
Education,School Enrollment,Elementary school (grades 1-8),101584,(+/- 2570 )
Education,School Enrollment,High school (grades 9-12),52301,(+/- 2600 )
Education,School Enrollment,College or graduate school,63866,(+/- 4394 )
Education,Educational Attainment,Population 25 years and over,741950,(+/- 2690 )
Education,Educational Attainment,Less than 9th grade,12087,(+/- 1675 )
Education,Educational Attainment,"9th to 12th grade, no diploma",30595,(+/- 2719 )
Education,Educational Attainment,High school graduate (includes equivalency),211079,(+/- 7476 )
Education,Educational Attainment,"Some college, no degree",169641,(+/- 5614 )
Education,Educational Attainment,Associate's degree,69400,(+/- 3590 )
Education,Educational Attainment,Bachelor's degree,171309,(+/- 5235 )
Education,Educational Attainment,Graduate or professional degree,77839,(+/- 4460 )
Education,Educational Attainment,Percent high school graduate or higher,94.2,(+/- 0.4 )
Education,Educational Attainment,Percent bachelor's degree or higher,33.6,(+/- 0.9 )
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 American Community Survey 1-Year Estimates,,,,
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics.",,,,
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race.",,,,
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.,,,,
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",,,,
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.,,,,
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.,,,,
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.,,,,
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.,,,,
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.,,,,
An '(X)' means that the estimate is not applicable or not available,,,,
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes.",,,,
,,,,
Topic,Subject,Title,District (At Large) Estimate,District (At Large) Flag
Business,Paid employees for pay period including March 12,Total for all sectors,375176,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",1029,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",5746,H
Business,Paid employees for pay period including March 12,Utilities,3082,H
Business,Paid employees for pay period including March 12,Construction,27934,G
Business,Paid employees for pay period including March 12,Manufacturing,20393,G
Business,Paid employees for pay period including March 12,Wholesale trade,15404,G
Business,Paid employees for pay period including March 12,Retail trade,58214,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,12148,G
Business,Paid employees for pay period including March 12,Information,8476,G
Business,Paid employees for pay period including March 12,Finance and insurance,16555,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,6174,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",19247,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,3133,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,19503,H
Business,Paid employees for pay period including March 12,Educational services,6366,G
Business,Paid employees for pay period including March 12,Health care and social assistance,72131,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",10223,G
Business,Paid employees for pay period including March 12,Accommodation and food services,52327,G
Business,Paid employees for pay period including March 12,Other services (except public administration),17022,G
Business,Paid employees for pay period including March 12,Industries not classified,69,J
Business,"Annual payroll ($1,000)",Total for all sectors,16051422,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",47319,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",550326,H
Business,"Annual payroll ($1,000)",Utilities,278024,H
Business,"Annual payroll ($1,000)",Construction,1715762,G
Business,"Annual payroll ($1,000)",Manufacturing,1035073,G
Business,"Annual payroll ($1,000)",Wholesale trade,826895,G
Business,"Annual payroll ($1,000)",Retail trade,1756868,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,534203,G
Business,"Annual payroll ($1,000)",Information,453976,G
Business,"Annual payroll ($1,000)",Finance and insurance,1097449,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,237107,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1120357,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,283498,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,661110,H
Business,"Annual payroll ($1,000)",Educational services,163734,G
Business,"Annual payroll ($1,000)",Health care and social assistance,3553139,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",205651,G
Business,"Annual payroll ($1,000)",Accommodation and food services,987788,G
Business,"Annual payroll ($1,000)",Other services (except public administration),540762,G
Business,"Annual payroll ($1,000)",Industries not classified,2381,H
Business,Total Establishments,Total for all sectors,38959,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",342,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",336,X
Business,Total Establishments,Utilities,212,X
Business,Total Establishments,Construction,5703,X
Business,Total Establishments,Manufacturing,1358,X
Business,Total Establishments,Wholesale trade,1560,X
Business,Total Establishments,Retail trade,4631,X
Business,Total Establishments,Transportation and warehousing,1399,X
Business,Total Establishments,Information,694,X
Business,Total Establishments,Finance and insurance,2020,X
Business,Total Establishments,Real estate and rental and leasing,2152,X
Business,Total Establishments,"Professional, scientific, and technical services",3955,X
Business,Total Establishments,Management of companies and enterprises,131,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1967,X
Business,Total Establishments,Educational services,412,X
Business,Total Establishments,Health care and social assistance,3846,X
Business,Total Establishments,"Arts, entertainment, and recreation",1277,X
Business,Total Establishments,Accommodation and food services,3572,X
Business,Total Establishments,Other services (except public administration),3343,X
Business,Total Establishments,Industries not classified,49,X
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 County Business Patterns for Congressional Districts,,,,
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry.",,,,
2. Industries not classified - Industry could not be determined.,,,,
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates.",,,,
4. Disclosure and Quality Indicator Flag Definitions:,,,,
G Cell value changed by less than 2 percent by the application of noise,,,,
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise,,,,
J Cell value changed by 5 percent or more by the application of noise,,,,
S Cell value withheld because it did not meet publication standards,,,,
N Not available or not comparable,,,,
X Not applicable,,,,
