cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
People,Race,"Black or African American",16808,"(+/- 2802 )",44475,"(+/- 2369 )",77855,"(+/- 3535 )",80790,"(+/- 4508 )",189723,"(+/- 3143 )",41699,"(+/- 2422 )",77827,"(+/- 3739 )",156260,"(+/- 9222 )",455867,"(+/- 8915 )"
People,Race,"American Indian and Alaska Native",2938,"(+/- 1854 )",2606,"(+/- 782 )",2505,"(+/- 1094 )",1642,"(+/- 719 )",2161,"(+/- 760 )",2832,"(+/- 954 )",2609,"(+/- 1087 )",2249,"(+/- 824 )",889,"(+/- 636 )"
People,Race,Asian,5743,"(+/- 1268 )",12274,"(+/- 1412 )",10756,"(+/- 1348 )",16030,"(+/- 1557 )",26273,"(+/- 1351 )",9091,"(+/- 722 )",16644,"(+/- 2478 )",12047,"(+/- 2949 )",16884,"(+/- 2721 )"
People,Race,"Native Hawaiian and Other Pacific Islander",386,"(+/- 355 )",161,"(+/- 171 )",667,"(+/- 616 )",268,"(+/- 427 )",787,"(+/- 754 )",194,"(+/- 197 )",683,"(+/- 235 )",183,"(+/- 222 )",140,"(+/- 190 )"
People,Race,"Some other race",3361,"(+/- 1441 )",5211,"(+/- 1873 )",8644,"(+/- 2642 )",12228,"(+/- 3763 )",24471,"(+/- 4575 )",16405,"(+/- 3563 )",7457,"(+/- 2355 )",8725,"(+/- 2590 )",22570,"(+/- 5999 )"
People,Race,"Two or more races",13835,"(+/- 2817 )",18598,"(+/- 2806 )",15459,"(+/- 2879 )",24429,"(+/- 4058 )",17456,"(+/- 2848 )",14911,"(+/- 2377 )",27754,"(+/- 4076 )",12692,"(+/- 2686 )",11112,"(+/- 2748 )"
People,"Hispanic or Latino and Race","Total population",725173,"(+/- 3307 )",758519,"(+/- 3358 )",743225,"(+/- 4495 )",812697,"(+/- 6137 )",778094,"(+/- 1999 )",799365,"(+/- 3308 )",800536,"(+/- 4701 )",711068,"(+/- 9195 )",700497,"(+/- 8819 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",29899,"(+/- 1007 )",33529,"(+/- 974 )",32121,"(+/- 673 )",59399,"(+/- 1413 )",75682,"(+/- 2 )",36804,"(+/- 1038 )",43338,"(+/- 1990 )",21837,"(+/- 2202 )",56518,"(+/- 2154 )"
People,"Hispanic or Latino and Race",Mexican,17238,"(+/- 2417 )",17157,"(+/- 2914 )",14733,"(+/- 2530 )",32551,"(+/- 3989 )",46614,"(+/- 4077 )",21691,"(+/- 3682 )",24830,"(+/- 3743 )",15852,"(+/- 2312 )",40190,"(+/- 4380 )"
People,"Hispanic or Latino and Race","Puerto Rican",2623,"(+/- 1278 )",1321,"(+/- 802 )",3149,"(+/- 1778 )",5763,"(+/- 2041 )",2341,"(+/- 990 )",3471,"(+/- 1857 )",6933,"(+/- 2641 )",1452,"(+/- 570 )",1063,"(+/- 734 )"
People,"Hispanic or Latino and Race",Cuban,739,"(+/- 640 )",2083,"(+/- 1848 )",636,"(+/- 416 )",1892,"(+/- 1895 )",1958,"(+/- 1645 )",1916,"(+/- 1112 )",1449,"(+/- 920 )",716,"(+/- 603 )",2132,"(+/- 1351 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",9299,"(+/- 2406 )",12968,"(+/- 2881 )",13603,"(+/- 2639 )",19193,"(+/- 4074 )",24769,"(+/- 3909 )",9726,"(+/- 2750 )",10126,"(+/- 3217 )",3817,"(+/- 1548 )",13133,"(+/- 4130 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",695274,"(+/- 3356 )",724990,"(+/- 3370 )",711104,"(+/- 4625 )",753298,"(+/- 5907 )",702412,"(+/- 1999 )",762561,"(+/- 3511 )",757198,"(+/- 4708 )",689231,"(+/- 9623 )",643979,"(+/- 9215 )"
People,"Place of Birth","Total population",725173,"(+/- 3307 )",758519,"(+/- 3358 )",743225,"(+/- 4495 )",812697,"(+/- 6137 )",778094,"(+/- 1999 )",799365,"(+/- 3308 )",800536,"(+/- 4701 )",711068,"(+/- 9195 )",700497,"(+/- 8819 )"
People,"Place of Birth",Native,702992,"(+/- 4452 )",723890,"(+/- 4279 )",711678,"(+/- 5494 )",764319,"(+/- 8309 )",682401,"(+/- 7514 )",767631,"(+/- 5114 )",760594,"(+/- 5300 )",686722,"(+/- 9856 )",655475,"(+/- 9005 )"
People,"Place of Birth","Born in United States",698826,"(+/- 4817 )",718234,"(+/- 4269 )",704889,"(+/- 5709 )",758602,"(+/- 8250 )",674986,"(+/- 7816 )",762506,"(+/- 5301 )",747153,"(+/- 5514 )",682310,"(+/- 10317 )",651854,"(+/- 8838 )"
People,"Place of Birth","State of residence",445064,"(+/- 8420 )",440817,"(+/- 8218 )",454569,"(+/- 10461 )",490516,"(+/- 11499 )",387200,"(+/- 8914 )",488676,"(+/- 9507 )",405642,"(+/- 9355 )",464763,"(+/- 11096 )",459409,"(+/- 11572 )"
People,"Place of Birth","Different state",253762,"(+/- 9019 )",277417,"(+/- 7606 )",250320,"(+/- 10672 )",268086,"(+/- 11208 )",287786,"(+/- 8629 )",273830,"(+/- 8373 )",341511,"(+/- 10041 )",217547,"(+/- 9608 )",192445,"(+/- 9415 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",4166,"(+/- 1142 )",5656,"(+/- 1536 )",6789,"(+/- 2245 )",5717,"(+/- 1834 )",7415,"(+/- 1654 )",5125,"(+/- 1260 )",13441,"(+/- 2568 )",4412,"(+/- 1459 )",3621,"(+/- 1568 )"
People,"Place of Birth","Foreign born",22181,"(+/- 2977 )",34629,"(+/- 2909 )",31547,"(+/- 3253 )",48378,"(+/- 4852 )",95693,"(+/- 7501 )",31734,"(+/- 3439 )",39942,"(+/- 4000 )",24346,"(+/- 3672 )",45022,"(+/- 3805 )"
People,Ancestry,"Total population",725173,"(+/- 3307 )",758519,"(+/- 3358 )",743225,"(+/- 4495 )",812697,"(+/- 6137 )",778094,"(+/- 1999 )",799365,"(+/- 3308 )",800536,"(+/- 4701 )",711068,"(+/- 9195 )",700497,"(+/- 8819 )"
People,Ancestry,American,146566,"(+/- 9372 )",80876,"(+/- 6714 )",77231,"(+/- 5821 )",115433,"(+/- 8863 )",57628,"(+/- 6659 )",144216,"(+/- 9099 )",107962,"(+/- 8292 )",113873,"(+/- 7180 )",30018,"(+/- 5055 )"
People,Ancestry,Arab,1391,"(+/- 679 )",3796,"(+/- 1772 )",1070,"(+/- 526 )",6070,"(+/- 3387 )",17975,"(+/- 5805 )",1563,"(+/- 871 )",2974,"(+/- 1616 )",2401,"(+/- 1603 )",2987,"(+/- 1502 )"
People,Ancestry,Czech,914,"(+/- 431 )",1542,"(+/- 803 )",1455,"(+/- 779 )",1610,"(+/- 991 )",980,"(+/- 443 )",1492,"(+/- 786 )",924,"(+/- 512 )",867,"(+/- 418 )",780,"(+/- 494 )"
People,Ancestry,Danish,701,"(+/- 426 )",1530,"(+/- 855 )",334,"(+/- 215 )",571,"(+/- 343 )",917,"(+/- 426 )",1564,"(+/- 775 )",1801,"(+/- 989 )",2085,"(+/- 1214 )",324,"(+/- 209 )"
People,Ancestry,Dutch,7713,"(+/- 1801 )",11399,"(+/- 2384 )",10632,"(+/- 2457 )",7393,"(+/- 1775 )",6500,"(+/- 1451 )",5455,"(+/- 1310 )",7450,"(+/- 1962 )",4017,"(+/- 1093 )",2249,"(+/- 1013 )"
People,Ancestry,English,76521,"(+/- 6736 )",74058,"(+/- 5485 )",71663,"(+/- 6161 )",60639,"(+/- 7423 )",65010,"(+/- 5223 )",89088,"(+/- 6584 )",69104,"(+/- 6264 )",62260,"(+/- 5936 )",22841,"(+/- 2726 )"
People,Ancestry,"French (except Basque)",9317,"(+/- 1979 )",12521,"(+/- 1974 )",10352,"(+/- 1877 )",10107,"(+/- 1789 )",14493,"(+/- 2376 )",12574,"(+/- 2309 )",13640,"(+/- 2991 )",8636,"(+/- 1785 )",5252,"(+/- 1680 )"
People,Ancestry,"French Canadian",980,"(+/- 407 )",1760,"(+/- 707 )",1740,"(+/- 885 )",1744,"(+/- 1038 )",2325,"(+/- 950 )",4046,"(+/- 1885 )",2658,"(+/- 1283 )",1343,"(+/- 679 )",727,"(+/- 629 )"
People,Ancestry,German,68875,"(+/- 6430 )",84451,"(+/- 7198 )",72881,"(+/- 6429 )",65985,"(+/- 5940 )",64054,"(+/- 4788 )",73671,"(+/- 6492 )",78301,"(+/- 7116 )",45460,"(+/- 4249 )",21573,"(+/- 3585 )"
People,Ancestry,Greek,1020,"(+/- 782 )",2315,"(+/- 1042 )",1771,"(+/- 1640 )",479,"(+/- 368 )",1119,"(+/- 603 )",866,"(+/- 479 )",616,"(+/- 482 )",1824,"(+/- 1220 )",692,"(+/- 550 )"
People,Ancestry,Hungarian,1331,"(+/- 790 )",2676,"(+/- 1204 )",1697,"(+/- 770 )",1644,"(+/- 822 )",1139,"(+/- 585 )",2076,"(+/- 1208 )",1814,"(+/- 788 )",659,"(+/- 439 )",372,"(+/- 297 )"
People,Ancestry,Irish,68753,"(+/- 6060 )",75299,"(+/- 6453 )",82288,"(+/- 6905 )",74574,"(+/- 6113 )",60728,"(+/- 4746 )",74977,"(+/- 6677 )",75596,"(+/- 7009 )",61098,"(+/- 5117 )",27165,"(+/- 4283 )"
People,Ancestry,Italian,14978,"(+/- 2149 )",18193,"(+/- 2413 )",15358,"(+/- 2890 )",15635,"(+/- 3193 )",18481,"(+/- 2755 )",17089,"(+/- 2938 )",20155,"(+/- 3010 )",16739,"(+/- 2699 )",9907,"(+/- 2674 )"
People,Ancestry,Lithuanian,552,"(+/- 359 )",988,"(+/- 608 )",508,"(+/- 590 )",577,"(+/- 476 )",790,"(+/- 427 )",245,"(+/- 239 )",674,"(+/- 400 )",691,"(+/- 515 )",90,"(+/- 107 )"
People,Ancestry,Norwegian,3920,"(+/- 1238 )",4468,"(+/- 1218 )",2622,"(+/- 983 )",2641,"(+/- 915 )",3784,"(+/- 1069 )",3313,"(+/- 1058 )",5560,"(+/- 2347 )",2535,"(+/- 917 )",1079,"(+/- 633 )"
People,Ancestry,Polish,8222,"(+/- 2152 )",11043,"(+/- 2172 )",8462,"(+/- 2316 )",9242,"(+/- 2202 )",11191,"(+/- 1879 )",10225,"(+/- 2066 )",9617,"(+/- 2084 )",5733,"(+/- 1753 )",5219,"(+/- 1669 )"
People,Ancestry,Portuguese,913,"(+/- 707 )",477,"(+/- 372 )",259,"(+/- 195 )",1146,"(+/- 549 )",307,"(+/- 376 )",814,"(+/- 488 )",504,"(+/- 430 )",124,"(+/- 137 )",200,"(+/- 332 )"
People,Ancestry,Russian,2491,"(+/- 1550 )",2031,"(+/- 853 )",2066,"(+/- 1381 )",1808,"(+/- 1207 )",3276,"(+/- 1006 )",1299,"(+/- 674 )",3081,"(+/- 1041 )",1405,"(+/- 588 )",666,"(+/- 624 )"
People,Ancestry,Scotch-Irish,23171,"(+/- 3876 )",22729,"(+/- 3232 )",18006,"(+/- 3156 )",17879,"(+/- 3831 )",14594,"(+/- 2340 )",13439,"(+/- 2296 )",11759,"(+/- 2176 )",12504,"(+/- 2281 )",5602,"(+/- 1641 )"
People,Ancestry,Scottish,15465,"(+/- 2797 )",20863,"(+/- 2669 )",16673,"(+/- 2762 )",15908,"(+/- 3745 )",12210,"(+/- 1927 )",17531,"(+/- 3156 )",13959,"(+/- 2323 )",10759,"(+/- 1832 )",6128,"(+/- 1499 )"
People,Ancestry,Slovak,161,"(+/- 156 )",1585,"(+/- 839 )",1082,"(+/- 1211 )",486,"(+/- 446 )",412,"(+/- 313 )",206,"(+/- 175 )",282,"(+/- 316 )",165,"(+/- 164 )",0,"(+/- 216 )"
People,Ancestry,"Subsaharan African",1042,"(+/- 855 )",5080,"(+/- 1826 )",3255,"(+/- 1362 )",7623,"(+/- 2468 )",45337,"(+/- 6821 )",2989,"(+/- 1717 )",11716,"(+/- 2691 )",7091,"(+/- 3594 )",11493,"(+/- 3034 )"
People,Ancestry,Swedish,2193,"(+/- 754 )",2710,"(+/- 853 )",1720,"(+/- 632 )",3920,"(+/- 1322 )",3669,"(+/- 936 )",5617,"(+/- 2161 )",3116,"(+/- 1006 )",1925,"(+/- 751 )",1818,"(+/- 706 )"
People,Ancestry,Swiss,1181,"(+/- 693 )",1806,"(+/- 925 )",1449,"(+/- 773 )",2881,"(+/- 1745 )",1600,"(+/- 606 )",1572,"(+/- 959 )",1670,"(+/- 810 )",1586,"(+/- 883 )",174,"(+/- 157 )"
People,Ancestry,Ukrainian,752,"(+/- 729 )",1132,"(+/- 679 )",1190,"(+/- 841 )",496,"(+/- 367 )",1782,"(+/- 816 )",426,"(+/- 436 )",1354,"(+/- 596 )",497,"(+/- 471 )",434,"(+/- 296 )"
People,Ancestry,Welsh,4969,"(+/- 1673 )",6917,"(+/- 1522 )",4498,"(+/- 1015 )",4343,"(+/- 1402 )",4343,"(+/- 1094 )",4256,"(+/- 1343 )",6700,"(+/- 2495 )",4098,"(+/- 1352 )",1353,"(+/- 724 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",215,"(+/- 339 )",1564,"(+/- 1032 )",1870,"(+/- 1257 )",1927,"(+/- 1021 )",4351,"(+/- 2706 )",1731,"(+/- 1209 )",2583,"(+/- 1196 )",415,"(+/- 360 )",761,"(+/- 449 )"
People,"Veteran Status","Civilian population 18 years and over",582503,"(+/- 2760 )",603569,"(+/- 3082 )",587658,"(+/- 3826 )",621465,"(+/- 4920 )",615401,"(+/- 1627 )",623322,"(+/- 3485 )",592849,"(+/- 4418 )",546278,"(+/- 7141 )",525474,"(+/- 6757 )"
People,"Veteran Status","Civilian veterans",50551,"(+/- 3160 )",51844,"(+/- 3327 )",49441,"(+/- 3021 )",47597,"(+/- 3599 )",33046,"(+/- 3169 )",51408,"(+/- 3404 )",60641,"(+/- 3649 )",41474,"(+/- 2809 )",36159,"(+/- 3669 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",713406,"(+/- 3992 )",749920,"(+/- 3792 )",731551,"(+/- 4653 )",804494,"(+/- 6005 )",770540,"(+/- 2819 )",788261,"(+/- 4224 )",773826,"(+/- 5369 )",697070,"(+/- 9279 )",690247,"(+/- 9301 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",141116,"(+/- 6914 )",106907,"(+/- 5304 )",139115,"(+/- 6221 )",120295,"(+/- 6186 )",90572,"(+/- 5501 )",132752,"(+/- 7354 )",108154,"(+/- 6163 )",105411,"(+/- 5205 )",95113,"(+/- 5856 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",141911,"(+/- 2167 )",152924,"(+/- 2312 )",154907,"(+/- 2630 )",190403,"(+/- 3223 )",161820,"(+/- 948 )",175372,"(+/- 1950 )",194467,"(+/- 2452 )",163086,"(+/- 5830 )",173274,"(+/- 5705 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",9299,"(+/- 2091 )",7828,"(+/- 2035 )",9890,"(+/- 2058 )",9494,"(+/- 1889 )",7339,"(+/- 1768 )",9182,"(+/- 1927 )",8948,"(+/- 1711 )",6067,"(+/- 1475 )",8244,"(+/- 2118 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",424491,"(+/- 3069 )",460864,"(+/- 2990 )",438999,"(+/- 4361 )",494668,"(+/- 4319 )",509518,"(+/- 2224 )",472717,"(+/- 4119 )",460790,"(+/- 4495 )",411152,"(+/- 7374 )",426665,"(+/- 6994 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",72326,"(+/- 4618 )",52174,"(+/- 3802 )",70873,"(+/- 4646 )",64177,"(+/- 4837 )",48621,"(+/- 3565 )",69828,"(+/- 5207 )",57548,"(+/- 4428 )",54124,"(+/- 4196 )",52301,"(+/- 4308 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",147004,"(+/- 1747 )",136132,"(+/- 1880 )",137645,"(+/- 2537 )",119423,"(+/- 2537 )",99202,"(+/- 1035 )",140172,"(+/- 1922 )",118569,"(+/- 2089 )",122832,"(+/- 3083 )",90308,"(+/- 2613 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",59491,"(+/- 2770 )",46905,"(+/- 2898 )",58352,"(+/- 3272 )",46624,"(+/- 2873 )",34612,"(+/- 2400 )",53742,"(+/- 3666 )",41658,"(+/- 2627 )",45220,"(+/- 3051 )",34568,"(+/- 2681 )"
People,"Residence 1 Year Ago","Population 1 year and over",719134,"(+/- 3421 )",752178,"(+/- 3257 )",735913,"(+/- 4512 )",803335,"(+/- 6425 )",765483,"(+/- 2785 )",793177,"(+/- 3606 )",790801,"(+/- 4830 )",703134,"(+/- 8883 )",691306,"(+/- 9058 )"
People,"Residence 1 Year Ago","Same house",621039,"(+/- 8855 )",639056,"(+/- 8602 )",623033,"(+/- 9799 )",689683,"(+/- 11531 )",623212,"(+/- 9644 )",686629,"(+/- 11369 )",690167,"(+/- 8576 )",616814,"(+/- 11069 )",592512,"(+/- 11461 )"
People,"Residence 1 Year Ago","Different house in the U.S.",97398,"(+/- 8128 )",109795,"(+/- 7825 )",111583,"(+/- 9002 )",112664,"(+/- 10283 )",135042,"(+/- 9552 )",104849,"(+/- 10261 )",98417,"(+/- 6843 )",84666,"(+/- 8074 )",97534,"(+/- 9935 )"
People,"Residence 1 Year Ago","Same county",51954,"(+/- 6690 )",65083,"(+/- 6429 )",64046,"(+/- 6883 )",60522,"(+/- 8637 )",80204,"(+/- 9135 )",47938,"(+/- 6377 )",43783,"(+/- 4581 )",43235,"(+/- 6756 )",73954,"(+/- 9198 )"
People,"Residence 1 Year Ago","Different county",45444,"(+/- 6277 )",44712,"(+/- 4972 )",47537,"(+/- 6127 )",52142,"(+/- 7103 )",54838,"(+/- 5029 )",56911,"(+/- 7228 )",54634,"(+/- 5490 )",41431,"(+/- 5298 )",23580,"(+/- 4190 )"
People,"Residence 1 Year Ago","Same state",23171,"(+/- 5096 )",25354,"(+/- 3993 )",25109,"(+/- 5154 )",33597,"(+/- 5447 )",24656,"(+/- 3920 )",39046,"(+/- 5386 )",23823,"(+/- 3822 )",24750,"(+/- 4170 )",4958,"(+/- 1691 )"
People,"Residence 1 Year Ago","Different state",22273,"(+/- 4588 )",19358,"(+/- 3541 )",22428,"(+/- 3747 )",18545,"(+/- 4402 )",30182,"(+/- 3538 )",17865,"(+/- 4037 )",30811,"(+/- 4752 )",16681,"(+/- 3239 )",18622,"(+/- 4148 )"
People,"Residence 1 Year Ago",Abroad,697,"(+/- 462 )",3327,"(+/- 1656 )",1297,"(+/- 860 )",988,"(+/- 550 )",7229,"(+/- 2144 )",1699,"(+/- 733 )",2217,"(+/- 941 )",1654,"(+/- 910 )",1260,"(+/- 643 )"
Workers,"Employment Status","Population 16 years and over",599487,"(+/- 3061 )",623589,"(+/- 3395 )",608023,"(+/- 4250 )",643157,"(+/- 5671 )",630284,"(+/- 2207 )",642825,"(+/- 3860 )",629816,"(+/- 4320 )",565161,"(+/- 7301 )",545533,"(+/- 6873 )"
Workers,"Employment Status","In labor force",336976,"(+/- 6809 )",379212,"(+/- 6037 )",356502,"(+/- 6647 )",408205,"(+/- 6888 )",452677,"(+/- 6417 )",384958,"(+/- 5920 )",382876,"(+/- 7162 )",337810,"(+/- 7846 )",348480,"(+/- 9879 )"
Workers,"Employment Status","Civilian labor force",336555,"(+/- 6822 )",377389,"(+/- 6252 )",356136,"(+/- 6654 )",407610,"(+/- 6791 )",452085,"(+/- 6416 )",384407,"(+/- 5972 )",369854,"(+/- 7601 )",336678,"(+/- 7877 )",347060,"(+/- 9920 )"
Workers,"Employment Status",Employed,319499,"(+/- 6483 )",364586,"(+/- 6600 )",335644,"(+/- 7469 )",391084,"(+/- 7148 )",434950,"(+/- 6421 )",370970,"(+/- 6483 )",353848,"(+/- 7389 )",324141,"(+/- 8122 )",320679,"(+/- 9253 )"
Workers,"Employment Status",Unemployed,17056,"(+/- 2501 )",12803,"(+/- 2040 )",20492,"(+/- 3302 )",16526,"(+/- 2528 )",17135,"(+/- 2687 )",13437,"(+/- 2234 )",16006,"(+/- 2122 )",12537,"(+/- 1904 )",26381,"(+/- 3701 )"
Workers,"Employment Status","Armed Forces",421,"(+/- 315 )",1823,"(+/- 1041 )",366,"(+/- 306 )",595,"(+/- 538 )",592,"(+/- 360 )",551,"(+/- 336 )",13022,"(+/- 2205 )",1132,"(+/- 574 )",1420,"(+/- 679 )"
Workers,"Employment Status","Not in labor force",262511,"(+/- 5819 )",244377,"(+/- 6035 )",251521,"(+/- 6694 )",234952,"(+/- 6333 )",177607,"(+/- 6741 )",257867,"(+/- 6542 )",246940,"(+/- 6538 )",227351,"(+/- 7257 )",197053,"(+/- 6232 )"
