cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE"
People,Ancestry,American,33095,"(+/- 4043 )",49104,"(+/- 5990 )",43636,"(+/- 4727 )",53251,"(+/- 6463 )",34973,"(+/- 5114 )"
People,Ancestry,Arab,4721,"(+/- 2044 )",466,"(+/- 426 )",6617,"(+/- 3018 )",1796,"(+/- 1304 )",3351,"(+/- 1523 )"
People,Ancestry,Czech,3530,"(+/- 1255 )",2244,"(+/- 706 )",4567,"(+/- 1312 )",3009,"(+/- 1000 )",2506,"(+/- 800 )"
People,Ancestry,Danish,7404,"(+/- 1630 )",7558,"(+/- 1858 )",7670,"(+/- 1897 )",6483,"(+/- 1562 )",8402,"(+/- 2403 )"
People,Ancestry,Dutch,15870,"(+/- 2690 )",11950,"(+/- 1800 )",13212,"(+/- 2264 )",14895,"(+/- 2180 )",15260,"(+/- 3078 )"
People,Ancestry,English,87465,"(+/- 6351 )",95708,"(+/- 6467 )",80548,"(+/- 5445 )",93488,"(+/- 5403 )",93437,"(+/- 6631 )"
People,Ancestry,"French (except Basque)",19792,"(+/- 2504 )",20438,"(+/- 2539 )",21484,"(+/- 2774 )",27761,"(+/- 3580 )",25752,"(+/- 3752 )"
People,Ancestry,"French Canadian",5371,"(+/- 1323 )",7565,"(+/- 2089 )",5323,"(+/- 1597 )",5395,"(+/- 1631 )",4909,"(+/- 1389 )"
People,Ancestry,German,127246,"(+/- 7612 )",136366,"(+/- 7707 )",131357,"(+/- 7917 )",145212,"(+/- 6874 )",143661,"(+/- 8377 )"
People,Ancestry,Greek,4128,"(+/- 1335 )",3298,"(+/- 1346 )",2844,"(+/- 1181 )",2830,"(+/- 1152 )",3456,"(+/- 1387 )"
People,Ancestry,Hungarian,2990,"(+/- 1049 )",2260,"(+/- 669 )",2901,"(+/- 1036 )",2940,"(+/- 1409 )",2753,"(+/- 936 )"
People,Ancestry,Irish,82327,"(+/- 6607 )",92787,"(+/- 6639 )",83269,"(+/- 5744 )",98141,"(+/- 7115 )",81570,"(+/- 6245 )"
People,Ancestry,Italian,31368,"(+/- 3688 )",30667,"(+/- 4743 )",30335,"(+/- 3320 )",29954,"(+/- 4246 )",29837,"(+/- 3813 )"
People,Ancestry,Lithuanian,1514,"(+/- 1171 )",611,"(+/- 307 )",1550,"(+/- 681 )",779,"(+/- 574 )",1628,"(+/- 742 )"
People,Ancestry,Norwegian,27683,"(+/- 3023 )",28313,"(+/- 3338 )",27373,"(+/- 3508 )",29039,"(+/- 3859 )",29440,"(+/- 4297 )"
People,Ancestry,Polish,15824,"(+/- 2696 )",10516,"(+/- 2400 )",16429,"(+/- 2405 )",13180,"(+/- 2467 )",11838,"(+/- 2286 )"
People,Ancestry,Portuguese,2452,"(+/- 965 )",3260,"(+/- 1158 )",4222,"(+/- 1443 )",4931,"(+/- 1473 )",3080,"(+/- 1338 )"
People,Ancestry,Russian,6037,"(+/- 1626 )",4365,"(+/- 1288 )",12256,"(+/- 2938 )",5230,"(+/- 1248 )",12401,"(+/- 3510 )"
People,Ancestry,Scotch-Irish,10668,"(+/- 2167 )",10168,"(+/- 1485 )",8742,"(+/- 2013 )",11503,"(+/- 2383 )",8482,"(+/- 1693 )"
People,Ancestry,Scottish,21658,"(+/- 2983 )",18799,"(+/- 3768 )",21758,"(+/- 2273 )",26613,"(+/- 3602 )",21715,"(+/- 3097 )"
People,Ancestry,Slovak,600,"(+/- 340 )",738,"(+/- 775 )",621,"(+/- 408 )",323,"(+/- 232 )",1793,"(+/- 929 )"
People,Ancestry,"Subsaharan African",5526,"(+/- 1850 )",2277,"(+/- 1127 )",11990,"(+/- 4909 )",1501,"(+/- 676 )",2865,"(+/- 1347 )"
People,Ancestry,Swedish,18974,"(+/- 2820 )",18305,"(+/- 2877 )",20967,"(+/- 4022 )",18374,"(+/- 2981 )",19741,"(+/- 3080 )"
People,Ancestry,Swiss,5499,"(+/- 1453 )",5725,"(+/- 1526 )",5825,"(+/- 1858 )",5271,"(+/- 1418 )",7392,"(+/- 1875 )"
People,Ancestry,Ukrainian,2860,"(+/- 1148 )",420,"(+/- 296 )",7634,"(+/- 2369 )",1614,"(+/- 568 )",5889,"(+/- 2812 )"
People,Ancestry,Welsh,7863,"(+/- 1869 )",7833,"(+/- 1948 )",9110,"(+/- 1891 )",10702,"(+/- 3044 )",8626,"(+/- 1829 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",958,"(+/- 852 )",280,"(+/- 303 )",2716,"(+/- 1503 )",415,"(+/- 464 )",484,"(+/- 299 )"
People,"Veteran Status","Civilian population 18 years and over",671085,"(+/- 3671 )",662413,"(+/- 3548 )",690653,"(+/- 5641 )",669814,"(+/- 3633 )",655673,"(+/- 4540 )"
People,"Veteran Status","Civilian veterans",45264,"(+/- 3098 )",68698,"(+/- 3715 )",37789,"(+/- 2533 )",65606,"(+/- 3447 )",46528,"(+/- 3447 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",850333,"(+/- 4866 )",825572,"(+/- 3652 )",848232,"(+/- 7326 )",816005,"(+/- 4033 )",834860,"(+/- 6657 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",98112,"(+/- 5851 )",136062,"(+/- 6980 )",109926,"(+/- 6325 )",152220,"(+/- 5100 )",117739,"(+/- 6025 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",185839,"(+/- 1781 )",177019,"(+/- 2226 )",162195,"(+/- 3310 )",149802,"(+/- 2377 )",186997,"(+/- 3206 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",7650,"(+/- 1697 )",10769,"(+/- 2546 )",6882,"(+/- 1856 )",9472,"(+/- 1819 )",8672,"(+/- 1815 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",533880,"(+/- 4214 )",469894,"(+/- 3469 )",566894,"(+/- 5332 )",489175,"(+/- 3638 )",496366,"(+/- 4828 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",48060,"(+/- 4225 )",62877,"(+/- 4910 )",60680,"(+/- 4436 )",75632,"(+/- 3991 )",58934,"(+/- 4509 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",130614,"(+/- 2307 )",178659,"(+/- 2958 )",119143,"(+/- 3450 )",177028,"(+/- 2380 )",151497,"(+/- 3186 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",42402,"(+/- 2637 )",62416,"(+/- 3237 )",42364,"(+/- 3035 )",67116,"(+/- 3141 )",50133,"(+/- 2958 )"
People,"Residence 1 Year Ago","Population 1 year and over",850473,"(+/- 4826 )",833509,"(+/- 3654 )",846129,"(+/- 7264 )",814469,"(+/- 4235 )",833998,"(+/- 6220 )"
People,"Residence 1 Year Ago","Same house",728768,"(+/- 10181 )",700616,"(+/- 9657 )",708133,"(+/- 11807 )",667137,"(+/- 10155 )",722524,"(+/- 10381 )"
People,"Residence 1 Year Ago","Different house in the U.S.",115346,"(+/- 9371 )",129917,"(+/- 8946 )",133769,"(+/- 10557 )",142912,"(+/- 10266 )",109657,"(+/- 8768 )"
People,"Residence 1 Year Ago","Same county",64148,"(+/- 6710 )",69690,"(+/- 7816 )",80614,"(+/- 8953 )",84865,"(+/- 9069 )",57319,"(+/- 6685 )"
People,"Residence 1 Year Ago","Different county",51198,"(+/- 6173 )",60227,"(+/- 5430 )",53155,"(+/- 5638 )",58047,"(+/- 4810 )",52338,"(+/- 4655 )"
People,"Residence 1 Year Ago","Same state",26922,"(+/- 5231 )",31096,"(+/- 3366 )",23221,"(+/- 3546 )",30999,"(+/- 3872 )",32806,"(+/- 4027 )"
People,"Residence 1 Year Ago","Different state",24276,"(+/- 3339 )",29131,"(+/- 4383 )",29934,"(+/- 4533 )",27048,"(+/- 3372 )",19532,"(+/- 3979 )"
People,"Residence 1 Year Ago",Abroad,6359,"(+/- 2438 )",2976,"(+/- 1232 )",4227,"(+/- 1692 )",4420,"(+/- 1669 )",1817,"(+/- 759 )"
Workers,"Employment Status","Population 16 years and over",693233,"(+/- 3685 )",683435,"(+/- 3678 )",708802,"(+/- 6064 )",688816,"(+/- 3593 )",677368,"(+/- 5200 )"
Workers,"Employment Status","In labor force",460499,"(+/- 6922 )",395701,"(+/- 7098 )",487922,"(+/- 6410 )",397491,"(+/- 7185 )",416999,"(+/- 6675 )"
Workers,"Employment Status","Civilian labor force",458598,"(+/- 7237 )",394295,"(+/- 7068 )",487669,"(+/- 6403 )",396733,"(+/- 7168 )",416034,"(+/- 6667 )"
Workers,"Employment Status",Employed,441121,"(+/- 7560 )",372031,"(+/- 7682 )",466910,"(+/- 6707 )",373269,"(+/- 7575 )",392007,"(+/- 7454 )"
Workers,"Employment Status",Unemployed,17477,"(+/- 2662 )",22264,"(+/- 2961 )",20759,"(+/- 2859 )",23464,"(+/- 3928 )",24027,"(+/- 3185 )"
Workers,"Employment Status","Armed Forces",1901,"(+/- 1681 )",1406,"(+/- 765 )",253,"(+/- 221 )",758,"(+/- 504 )",965,"(+/- 617 )"
Workers,"Employment Status","Not in labor force",232734,"(+/- 5787 )",287734,"(+/- 7159 )",220880,"(+/- 6979 )",291325,"(+/- 6387 )",260369,"(+/- 6744 )"
Workers,"Employment Status","Civilian labor force",458598,"(+/- 7237 )",394295,"(+/- 7068 )",487669,"(+/- 6403 )",396733,"(+/- 7168 )",416034,"(+/- 6667 )"
Workers,"Employment Status","Unemployment Rate",3.8,"(+/- 0.6 )",5.6,"(+/- 0.8 )",4.3,"(+/- 0.6 )",5.9,"(+/- 1.0 )",5.8,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",434224,"(+/- 7337 )",363696,"(+/- 7727 )",458676,"(+/- 6912 )",368284,"(+/- 7555 )",386460,"(+/- 7573 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",317081,"(+/- 7839 )",277077,"(+/- 7926 )",281339,"(+/- 7365 )",266639,"(+/- 6676 )",296583,"(+/- 7497 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",38451,"(+/- 3746 )",36267,"(+/- 4316 )",40998,"(+/- 4489 )",40068,"(+/- 3655 )",34699,"(+/- 4174 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",23073,"(+/- 3013 )",3618,"(+/- 1273 )",50217,"(+/- 4310 )",7029,"(+/- 1545 )",9966,"(+/- 2048 )"
Workers,"Commuting to Work",Walked,15721,"(+/- 2576 )",12101,"(+/- 2509 )",22643,"(+/- 2509 )",16439,"(+/- 1914 )",9116,"(+/- 1523 )"
Workers,"Commuting to Work","Other means",9773,"(+/- 1891 )",7476,"(+/- 2031 )",24525,"(+/- 3063 )",15761,"(+/- 2077 )",8093,"(+/- 1962 )"
Workers,"Commuting to Work","Worked from home",30125,"(+/- 3041 )",27157,"(+/- 2956 )",38954,"(+/- 3369 )",22348,"(+/- 2630 )",28003,"(+/- 2927 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.9,"(+/- 0.6 )",19.7,"(+/- 0.6 )",27.5,"(+/- 0.6 )",21.4,"(+/- 0.7 )",26.7,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",441121,"(+/- 7560 )",372031,"(+/- 7682 )",466910,"(+/- 6707 )",373269,"(+/- 7575 )",392007,"(+/- 7454 )"
Workers,Occupation,"Management, business, science, and arts occupations",198502,"(+/- 8217 )",133742,"(+/- 5448 )",211645,"(+/- 7556 )",132613,"(+/- 4507 )",150480,"(+/- 5277 )"
Workers,Occupation,"Service occupations",69438,"(+/- 5303 )",73340,"(+/- 5056 )",84116,"(+/- 4771 )",74364,"(+/- 5112 )",69946,"(+/- 4374 )"
Workers,Occupation,"Sales and office occupations",86042,"(+/- 5243 )",77524,"(+/- 5138 )",89252,"(+/- 5343 )",74942,"(+/- 4924 )",81828,"(+/- 5864 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",31995,"(+/- 3290 )",37200,"(+/- 3567 )",29369,"(+/- 3121 )",38191,"(+/- 3595 )",39965,"(+/- 4595 )"
Workers,Occupation,"Production, transportation, and material moving occupations",55144,"(+/- 4671 )",50225,"(+/- 4581 )",52528,"(+/- 4204 )",53159,"(+/- 3982 )",49788,"(+/- 4362 )"
Workers,Industry,"Civilian employed population 16 years and over",441121,"(+/- 7560 )",372031,"(+/- 7682 )",466910,"(+/- 6707 )",373269,"(+/- 7575 )",392007,"(+/- 7454 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",7378,"(+/- 1421 )",19956,"(+/- 2523 )",5263,"(+/- 1754 )",15117,"(+/- 2179 )",12061,"(+/- 3151 )"
Workers,Industry,Construction,24887,"(+/- 2742 )",23528,"(+/- 2762 )",24956,"(+/- 3218 )",25162,"(+/- 2490 )",30965,"(+/- 2726 )"
Workers,Industry,Manufacturing,73407,"(+/- 5508 )",33630,"(+/- 3850 )",41894,"(+/- 4550 )",38755,"(+/- 3897 )",38772,"(+/- 3571 )"
Workers,Industry,"Wholesale trade",12143,"(+/- 1909 )",8749,"(+/- 1838 )",12494,"(+/- 1742 )",9845,"(+/- 2001 )",10054,"(+/- 1933 )"
Workers,Industry,"Retail trade",50662,"(+/- 4797 )",49983,"(+/- 4323 )",49063,"(+/- 4849 )",43548,"(+/- 3733 )",45413,"(+/- 3845 )"
Workers,Industry,"Transportation and warehousing, and utilities",17949,"(+/- 2726 )",15902,"(+/- 2389 )",24722,"(+/- 2858 )",16864,"(+/- 2411 )",18759,"(+/- 2660 )"
Workers,Industry,Information,6930,"(+/- 1311 )",5868,"(+/- 1337 )",10960,"(+/- 1751 )",5161,"(+/- 1162 )",4213,"(+/- 997 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",28462,"(+/- 3195 )",15451,"(+/- 2157 )",26263,"(+/- 2850 )",17411,"(+/- 2282 )",25536,"(+/- 3224 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",53085,"(+/- 4429 )",33198,"(+/- 3277 )",69045,"(+/- 4461 )",31315,"(+/- 2990 )",37436,"(+/- 3149 )"
Workers,Industry,"Educational services, and health care and social assistance",95509,"(+/- 5297 )",86563,"(+/- 4309 )",113687,"(+/- 4501 )",96538,"(+/- 4985 )",89811,"(+/- 4988 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",37815,"(+/- 4284 )",41968,"(+/- 3998 )",49117,"(+/- 4153 )",40232,"(+/- 3482 )",38008,"(+/- 4408 )"
Workers,Industry,"Other services, except public administration",17322,"(+/- 2798 )",17738,"(+/- 2751 )",21973,"(+/- 2500 )",16234,"(+/- 1973 )",15937,"(+/- 2046 )"
Workers,Industry,"Public administration",15572,"(+/- 2660 )",19497,"(+/- 1851 )",17473,"(+/- 2191 )",17087,"(+/- 2134 )",25042,"(+/- 2948 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",441121,"(+/- 7560 )",372031,"(+/- 7682 )",466910,"(+/- 6707 )",373269,"(+/- 7575 )",392007,"(+/- 7454 )"
Workers,"Class of Worker","Private wage and salary workers",366695,"(+/- 8005 )",280391,"(+/- 7835 )",376469,"(+/- 6462 )",275631,"(+/- 8607 )",302263,"(+/- 7533 )"
Workers,"Class of Worker","Government workers",50746,"(+/- 3855 )",58356,"(+/- 3574 )",57088,"(+/- 4058 )",67737,"(+/- 4672 )",62868,"(+/- 3919 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",23108,"(+/- 2739 )",31756,"(+/- 3366 )",31663,"(+/- 2948 )",29124,"(+/- 3119 )",26193,"(+/- 2996 )"
Workers,"Class of Worker","Unpaid family workers",572,"(+/- 365 )",1528,"(+/- 676 )",1690,"(+/- 589 )",777,"(+/- 407 )",683,"(+/- 406 )"
Housing,"Housing Occupancy","Total housing units",351429,"(+/- 2270 )",380896,"(+/- 2006 )",364943,"(+/- 3412 )",361505,"(+/- 2256 )",349709,"(+/- 2815 )"
Housing,"Housing Occupancy","Occupied housing units",325950,"(+/- 3762 )",330768,"(+/- 4942 )",341703,"(+/- 4444 )",335886,"(+/- 4014 )",315045,"(+/- 4040 )"
Housing,"Housing Occupancy","Vacant housing units",25479,"(+/- 3510 )",50128,"(+/- 4593 )",23240,"(+/- 3193 )",25619,"(+/- 3709 )",34664,"(+/- 3362 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,"(+/- 0.7 )",1.6,"(+/- 0.5 )",0.9,"(+/- 0.4 )",1.3,"(+/- 0.5 )",1.1,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.0,"(+/- 1.3 )",3.9,"(+/- 1.4 )",4.7,"(+/- 1.2 )",2.3,"(+/- 0.9 )",5.2,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",325950,"(+/- 3762 )",330768,"(+/- 4942 )",341703,"(+/- 4444 )",335886,"(+/- 4014 )",315045,"(+/- 4040 )"
Housing,"Housing Tenure",Owner-occupied,200067,"(+/- 4693 )",219290,"(+/- 6005 )",199699,"(+/- 4846 )",211149,"(+/- 4864 )",206920,"(+/- 5197 )"
Housing,"Housing Tenure",Renter-occupied,125883,"(+/- 4989 )",111478,"(+/- 4801 )",142004,"(+/- 5064 )",124737,"(+/- 4596 )",108125,"(+/- 4465 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.75,"(+/- 0.05 )",2.51,"(+/- 0.05 )",2.67,"(+/- 0.05 )",2.47,"(+/- 0.04 )",2.77,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.34,"(+/- 0.08 )",2.41,"(+/- 0.09 )",2.13,"(+/- 0.06 )",2.25,"(+/- 0.07 )",2.37,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",325950,"(+/- 3762 )",330768,"(+/- 4942 )",341703,"(+/- 4444 )",335886,"(+/- 4014 )",315045,"(+/- 4040 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",111087,"(+/- 4668 )",96750,"(+/- 4820 )",112698,"(+/- 5226 )",103130,"(+/- 5077 )",88449,"(+/- 4568 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",43994,"(+/- 3405 )",45780,"(+/- 3834 )",48044,"(+/- 3640 )",42605,"(+/- 3085 )",47945,"(+/- 3966 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",52597,"(+/- 3362 )",61526,"(+/- 3630 )",59689,"(+/- 4158 )",53769,"(+/- 3577 )",52176,"(+/- 3269 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",64061,"(+/- 3618 )",66317,"(+/- 4557 )",62136,"(+/- 3470 )",66611,"(+/- 3612 )",66558,"(+/- 3578 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",32448,"(+/- 2670 )",32927,"(+/- 2332 )",29201,"(+/- 2900 )",35810,"(+/- 2930 )",35629,"(+/- 2369 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",21763,"(+/- 1908 )",27468,"(+/- 2168 )",29935,"(+/- 2942 )",33961,"(+/- 2544 )",24288,"(+/- 1886 )"
Housing,Value,"Owner-occupied units",200067,"(+/- 4693 )",219290,"(+/- 6005 )",199699,"(+/- 4846 )",211149,"(+/- 4864 )",206920,"(+/- 5197 )"
Housing,Value,"Less than $50,000",5034,"(+/- 1144 )",14888,"(+/- 2059 )",7623,"(+/- 1472 )",11601,"(+/- 1721 )",8028,"(+/- 1450 )"
Housing,Value,"$50,000 to $99,999",1810,"(+/- 649 )",11748,"(+/- 1861 )",2488,"(+/- 1043 )",7660,"(+/- 1514 )",4161,"(+/- 853 )"
Housing,Value,"$100,000 to $149,999",2304,"(+/- 616 )",15611,"(+/- 1815 )",1709,"(+/- 701 )",12017,"(+/- 1995 )",5493,"(+/- 1173 )"
