cdTopic,Subject,Title,District 01 Estimate,District (At Large) MOE
Housing,Year Householder Moved into Unit,Moved in 1989 and earlier,25188,(+/- 1870 )
Housing,Value,Owner-occupied units,163272,(+/- 3761 )
Housing,Value,"Less than $50,000",9325,(+/- 1156 )
Housing,Value,"$50,000 to $99,999",7933,(+/- 1170 )
Housing,Value,"$100,000 to $149,999",10645,(+/- 1447 )
Housing,Value,"$150,000 to $199,999",16533,(+/- 1952 )
Housing,Value,"$200,000 to $299,999",45631,(+/- 3013 )
Housing,Value,"$300,000 to $499,999",55558,(+/- 3219 )
Housing,Value,"$500,000 to $999,999",16338,(+/- 1700 )
Housing,Value,"$1,000,000 or more",1309,(+/- 383 )
Housing,Value,Median (dollars),281200,(+/- 5927 )
Housing,Mortgage Status,Owner-occupied units,163272,(+/- 3761 )
Housing,Mortgage Status,Housing units with a mortgage,99293,(+/- 3814 )
Housing,Mortgage Status,Housing units without a mortgage,63979,(+/- 3189 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,99293,(+/- 3814 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,1199,(+/- 439 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,5792,(+/- 1011 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",18748,(+/- 1874 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",31185,(+/- 2483 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",20146,(+/- 2005 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",11444,(+/- 1709 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",10779,(+/- 1985 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1882,(+/- 37 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,63979,(+/- 3189 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,8215,(+/- 1318 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,9806,(+/- 1108 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,15791,(+/- 1557 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,14267,(+/- 1566 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,7967,(+/- 1327 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",7933,(+/- 1269 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),577,(+/- 20 )
Housing,Gross Rent,Occupied units paying rent,81577,(+/- 2858 )
Housing,Gross Rent,Less than $500,5775,(+/- 1181 )
Housing,Gross Rent,$500 to $999,22547,(+/- 2097 )
Housing,Gross Rent,"$1,000 to $1,499",26322,(+/- 2494 )
Housing,Gross Rent,"$1,500 to $1,999",15630,(+/- 2119 )
Housing,Gross Rent,"$2,000 to $2,499",8467,(+/- 1352 )
Housing,Gross Rent,"$2,500 to $2,999",2310,(+/- 738 )
Housing,Gross Rent,"$3,000 or more",526,(+/- 278 )
Housing,Gross Rent,Median (dollars),1201,(+/- 37 )
Housing,Gross Rent,No rent paid,7350,(+/- 1229 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Total households,252199,(+/- 3658 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"Less than $10,000",10352,(+/- 1539 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$10,000 to $14,999",8180,(+/- 1287 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$15,000 to $24,999",16595,(+/- 1998 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$25,000 to $34,999",17523,(+/- 2048 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$35,000 to $49,999",27082,(+/- 2362 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$50,000 to $74,999",45717,(+/- 3616 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$75,000 to $99,999",33863,(+/- 2537 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$100,000 to $149,999",45904,(+/- 3019 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$150,000 to $199,000",23597,(+/- 1945 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$200,000 or more",23386,(+/- 2693 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Median household income (dollars),75463,(+/- 2694 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Mean household income (dollars),98504,(+/- 3214 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,705772,(+/- 2037 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,619585,(+/- 6396 )
Socioeconomic,Health Insurance Coverage,With private health insurance,457403,(+/- 10233 )
Socioeconomic,Health Insurance Coverage,With public coverage,248412,(+/- 9576 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,86187,(+/- 5742 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 19 years,190002,(+/- 1646 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,17859,(+/- 2452 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,6.6,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,10.4,(+/- 1.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,9.8,(+/- 2.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.3,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.5,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,4.4,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no spouse present",20.5,(+/- 4.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,28.9,(+/- 6.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,27.6,(+/- 11.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,10.1,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,13,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,12.6,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,17.2,(+/- 3.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,10.8,(+/- 2.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,9.1,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,6.9,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,7.6,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,19.1,(+/- 2.2 )
Education,School Enrollment,Population 3 years and over enrolled in school,180074,(+/- 4716 )
Education,School Enrollment,"Nursery school, preschool",11471,(+/- 1831 )
Education,School Enrollment,Kindergarten,11916,(+/- 1842 )
Education,School Enrollment,Elementary school (grades 1-8),77408,(+/- 2352 )
Education,School Enrollment,High school (grades 9-12),37219,(+/- 2034 )
Education,School Enrollment,College or graduate school,42060,(+/- 3896 )
Education,Educational Attainment,Population 25 years and over,484058,(+/- 2581 )
Education,Educational Attainment,Less than 9th grade,10424,(+/- 1769 )
Education,Educational Attainment,"9th to 12th grade, no diploma",20666,(+/- 2305 )
Education,Educational Attainment,High school graduate (includes equivalency),139156,(+/- 5744 )
Education,Educational Attainment,"Some college, no degree",124261,(+/- 5113 )
Education,Educational Attainment,Associate's degree,43394,(+/- 3004 )
Education,Educational Attainment,Bachelor's degree,89583,(+/- 4612 )
Education,Educational Attainment,Graduate or professional degree,56574,(+/- 3805 )
Education,Educational Attainment,Percent high school graduate or higher,93.6,(+/- 0.6 )
Education,Educational Attainment,Percent bachelor's degree or higher,30.2,(+/- 1.1 )
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 American Community Survey 1-Year Estimates,,,,
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics.",,,,
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race.",,,,
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.,,,,
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",,,,
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.,,,,
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.,,,,
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.,,,,
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.,,,,
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.,,,,
An '(X)' means that the estimate is not applicable or not available,,,,
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes.",,,,
,,,,
Topic,Subject,Title,District (At Large) Estimate,District (At Large) Flag
Business,Paid employees for pay period including March 12,Total for all sectors,264971,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",516,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",10401,G
Business,Paid employees for pay period including March 12,Utilities,2092,G
Business,Paid employees for pay period including March 12,Construction,16116,G
Business,Paid employees for pay period including March 12,Manufacturing,12334,H
Business,Paid employees for pay period including March 12,Wholesale trade,8584,G
Business,Paid employees for pay period including March 12,Retail trade,33461,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,19622,G
Business,Paid employees for pay period including March 12,Information,6542,H
Business,Paid employees for pay period including March 12,Finance and insurance,7271,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,4557,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",19332,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,5135,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,21843,G
Business,Paid employees for pay period including March 12,Educational services,3028,G
Business,Paid employees for pay period including March 12,Health care and social assistance,51584,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",5520,G
Business,Paid employees for pay period including March 12,Accommodation and food services,27067,G
Business,Paid employees for pay period including March 12,Other services (except public administration),9935,G
Business,Paid employees for pay period including March 12,Industries not classified,31,J
Business,"Annual payroll ($1,000)",Total for all sectors,16571790,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",46782,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1309269,G
Business,"Annual payroll ($1,000)",Utilities,217537,G
Business,"Annual payroll ($1,000)",Construction,1493714,G
Business,"Annual payroll ($1,000)",Manufacturing,749067,H
Business,"Annual payroll ($1,000)",Wholesale trade,583077,G
Business,"Annual payroll ($1,000)",Retail trade,1149807,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,1675580,G
Business,"Annual payroll ($1,000)",Information,474368,H
Business,"Annual payroll ($1,000)",Finance and insurance,584852,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,248421,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1517533,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,742456,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,1131644,G
Business,"Annual payroll ($1,000)",Educational services,81491,G
Business,"Annual payroll ($1,000)",Health care and social assistance,3280613,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",119253,G
Business,"Annual payroll ($1,000)",Accommodation and food services,786945,G
Business,"Annual payroll ($1,000)",Other services (except public administration),377574,G
Business,"Annual payroll ($1,000)",Industries not classified,1807,G
Business,Total Establishments,Total for all sectors,21399,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",478,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",151,X
Business,Total Establishments,Utilities,107,X
Business,Total Establishments,Construction,2527,X
Business,Total Establishments,Manufacturing,555,X
Business,Total Establishments,Wholesale trade,737,X
Business,Total Establishments,Retail trade,2456,X
Business,Total Establishments,Transportation and warehousing,1182,X
Business,Total Establishments,Information,415,X
Business,Total Establishments,Finance and insurance,788,X
Business,Total Establishments,Real estate and rental and leasing,982,X
Business,Total Establishments,"Professional, scientific, and technical services",1960,X
Business,Total Establishments,Management of companies and enterprises,170,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1173,X
Business,Total Establishments,Educational services,283,X
Business,Total Establishments,Health care and social assistance,2722,X
Business,Total Establishments,"Arts, entertainment, and recreation",593,X
Business,Total Establishments,Accommodation and food services,2208,X
Business,Total Establishments,Other services (except public administration),1864,X
Business,Total Establishments,Industries not classified,48,X
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 County Business Patterns for Congressional Districts,,,,
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry.",,,,
2. Industries not classified - Industry could not be determined.,,,,
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates.",,,,
4. Disclosure and Quality Indicator Flag Definitions:,,,,
G Cell value changed by less than 2 percent by the application of noise,,,,
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise,,,,
J Cell value changed by 5 percent or more by the application of noise,,,,
S Cell value withheld because it did not meet publication standards,,,,
N Not available or not comparable,,,,
X Not applicable,,,,
