cdTopic,Subject,Title,District 01 Estimate,District (At Large) MOE
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,131972,(+/- 6330 )
People,Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,203528,(+/- 728 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,8902,(+/- 2245 )
People,Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,567107,(+/- 1755 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,65455,(+/- 3972 )
People,Disability Status of the Civilian Noninstitutionalized Population,65 years and over,185743,(+/- 801 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,57615,(+/- 3126 )
People,Residence 1 Year Ago,Population 1 year and over,964817,(+/- 1555 )
People,Residence 1 Year Ago,Same house,843383,(+/- 9324 )
People,Residence 1 Year Ago,Different house in the U.S.,117200,(+/- 9313 )
People,Residence 1 Year Ago,Same county,65611,(+/- 6602 )
People,Residence 1 Year Ago,Different county,51589,(+/- 6886 )
People,Residence 1 Year Ago,Same state,13575,(+/- 3231 )
People,Residence 1 Year Ago,Different state,38014,(+/- 5368 )
People,Residence 1 Year Ago,Abroad,4234,(+/- 1392 )
Workers,Employment Status,Population 16 years and over,792119,(+/- 1947 )
Workers,Employment Status,In labor force,494432,(+/- 5684 )
Workers,Employment Status,Civilian labor force,488692,(+/- 5944 )
Workers,Employment Status,Employed,466061,(+/- 5646 )
Workers,Employment Status,Unemployed,22631,(+/- 3219 )
Workers,Employment Status,Armed Forces,5740,(+/- 1503 )
Workers,Employment Status,Not in labor force,297687,(+/- 6006 )
Workers,Employment Status,Civilian labor force,488692,(+/- 5944 )
Workers,Employment Status,Unemployment Rate,4.6,(+/- 0.6 )
Workers,Commuting to Work,Workers 16 years and over,463907,(+/- 5562 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",374194,(+/- 7126 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",39638,(+/- 3930 )
Workers,Commuting to Work,Public transportation (excluding taxicab),10923,(+/- 1925 )
Workers,Commuting to Work,Walked,10504,(+/- 1961 )
Workers,Commuting to Work,Other means,4695,(+/- 1131 )
Workers,Commuting to Work,Worked from home,23953,(+/- 3087 )
Workers,Commuting to Work,Mean travel time to work (minutes),26.7,(+/- 0.7 )
Workers,Occupation,Civilian employed population 16 years and over,466061,(+/- 5646 )
Workers,Occupation,"Management, business, science, and arts occupations",188828,(+/- 6496 )
Workers,Occupation,Service occupations,83828,(+/- 5199 )
Workers,Occupation,Sales and office occupations,97190,(+/- 5056 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",41930,(+/- 3684 )
Workers,Occupation,"Production, transportation, and material moving occupations",54285,(+/- 4034 )
Workers,Industry,Civilian employed population 16 years and over,466061,(+/- 5646 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",5917,(+/- 1680 )
Workers,Industry,Construction,32366,(+/- 2716 )
Workers,Industry,Manufacturing,31927,(+/- 3098 )
Workers,Industry,Wholesale trade,9236,(+/- 2201 )
Workers,Industry,Retail trade,53812,(+/- 4396 )
Workers,Industry,"Transportation and warehousing, and utilities",26372,(+/- 3199 )
Workers,Industry,Information,6264,(+/- 1302 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",44526,(+/- 3084 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",53698,(+/- 4507 )
Workers,Industry,"Educational services, and health care and social assistance",115059,(+/- 5220 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",42793,(+/- 3779 )
Workers,Industry,"Other services, except public administration",18676,(+/- 2206 )
Workers,Industry,Public administration,25415,(+/- 2466 )
Workers,Class of Worker,Civilian employed population 16 years and over,466061,(+/- 5646 )
Workers,Class of Worker,Private wage and salary workers,371112,(+/- 6828 )
Workers,Class of Worker,Government workers,72574,(+/- 4250 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,21171,(+/- 2312 )
Workers,Class of Worker,Unpaid family workers,1204,(+/- 631 )
Housing,Housing Occupancy,Total housing units,443764,(+/- 148 )
Housing,Housing Occupancy,Occupied housing units,376239,(+/- 3536 )
Housing,Housing Occupancy,Vacant housing units,67525,(+/- 3546 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.8,(+/- 0.5 )
Housing,Housing Occupancy,Rental vacancy rate,6.6,(+/- 1.5 )
Housing,Housing Tenure,Occupied housing units,376239,(+/- 3536 )
Housing,Housing Tenure,Owner-occupied,264503,(+/- 4704 )
Housing,Housing Tenure,Renter-occupied,111736,(+/- 5001 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.57,(+/- 0.04 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.4,(+/- 0.08 )
Housing,Year Householder Moved into Unit,Occupied housing units,376239,(+/- 3536 )
Housing,Year Householder Moved into Unit,Moved in 2017 or later,90234,(+/- 4887 )
Housing,Year Householder Moved into Unit,Moved in 2015 to 2016,50926,(+/- 3901 )
Housing,Year Householder Moved into Unit,Moved in 2014 to 2014,61948,(+/- 3754 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,84957,(+/- 3990 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,45271,(+/- 3036 )
Housing,Year Householder Moved into Unit,Moved in 1989 and earlier,42903,(+/- 2714 )
Housing,Value,Owner-occupied units,264503,(+/- 4704 )
Housing,Value,"Less than $50,000",13097,(+/- 2067 )
Housing,Value,"$50,000 to $99,999",9121,(+/- 1566 )
Housing,Value,"$100,000 to $149,999",19598,(+/- 2026 )
Housing,Value,"$150,000 to $199,999",39848,(+/- 3229 )
Housing,Value,"$200,000 to $299,999",80561,(+/- 3894 )
Housing,Value,"$300,000 to $499,999",77890,(+/- 3805 )
Housing,Value,"$500,000 to $999,999",19388,(+/- 2170 )
Housing,Value,"$1,000,000 or more",5000,(+/- 974 )
Housing,Value,Median (dollars),261700,(+/- 4816 )
Housing,Mortgage Status,Owner-occupied units,264503,(+/- 4704 )
Housing,Mortgage Status,Housing units with a mortgage,173325,(+/- 4678 )
Housing,Mortgage Status,Housing units without a mortgage,91178,(+/- 3219 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,173325,(+/- 4678 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2194,(+/- 774 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,23360,(+/- 2063 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",54541,(+/- 3394 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",49032,(+/- 2949 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",24775,(+/- 2426 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",11040,(+/- 1626 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",8383,(+/- 1236 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1557,(+/- 24 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,91178,(+/- 3219 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,9746,(+/- 1349 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,24773,(+/- 2265 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,30048,(+/- 2165 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,15251,(+/- 1751 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,6119,(+/- 1357 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",5241,(+/- 994 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),463,(+/- 12 )
Housing,Gross Rent,Occupied units paying rent,108243,(+/- 4869 )
Housing,Gross Rent,Less than $500,9065,(+/- 1477 )
Housing,Gross Rent,$500 to $999,31612,(+/- 3193 )
Housing,Gross Rent,"$1,000 to $1,499",50042,(+/- 3544 )
Housing,Gross Rent,"$1,500 to $1,999",13791,(+/- 2009 )
Housing,Gross Rent,"$2,000 to $2,499",2866,(+/- 958 )
Housing,Gross Rent,"$2,500 to $2,999",648,(+/- 307 )
Housing,Gross Rent,"$3,000 or more",219,(+/- 116 )
Housing,Gross Rent,Median (dollars),1116,(+/- 22 )
Housing,Gross Rent,No rent paid,3493,(+/- 1069 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Total households,376239,(+/- 3536 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"Less than $10,000",20337,(+/- 2604 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$10,000 to $14,999",13603,(+/- 2067 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$15,000 to $24,999",26550,(+/- 3115 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$25,000 to $34,999",27137,(+/- 2967 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$35,000 to $49,999",44884,(+/- 3275 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$50,000 to $74,999",68906,(+/- 3437 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$75,000 to $99,999",51204,(+/- 4025 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$100,000 to $149,999",64021,(+/- 3629 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$150,000 to $199,000",31851,(+/- 2904 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),"$200,000 or more",27746,(+/- 2697 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Median household income (dollars),70176,(+/- 1623 )
Socioeconomic,Income and Benefits (In 2019 inflation-adjusted dollars),Mean household income (dollars),92445,(+/- 2533 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,956378,(+/- 1518 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,893608,(+/- 6311 )
Socioeconomic,Health Insurance Coverage,With private health insurance,678334,(+/- 13012 )
Socioeconomic,Health Insurance Coverage,With public coverage,377598,(+/- 12152 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,62770,(+/- 6080 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 19 years,215399,(+/- 1793 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,10382,(+/- 2920 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,7.6,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,14.4,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,12.2,(+/- 5.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.7,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,6.7,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,3.9,(+/- 3.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no spouse present",21.9,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,31.6,(+/- 6.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,28.7,(+/- 13.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,11.3,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,16.4,(+/- 2.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,16,(+/- 2.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,18.3,(+/- 4.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,15.2,(+/- 3.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,9.9,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,7.3,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,8.4,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,22.6,(+/- 1.9 )
Education,School Enrollment,Population 3 years and over enrolled in school,227551,(+/- 4923 )
Education,School Enrollment,"Nursery school, preschool",14393,(+/- 1745 )
Education,School Enrollment,Kindergarten,10699,(+/- 1812 )
Education,School Enrollment,Elementary school (grades 1-8),90491,(+/- 2766 )
Education,School Enrollment,High school (grades 9-12),49508,(+/- 2354 )
Education,School Enrollment,College or graduate school,62460,(+/- 3791 )
Education,Educational Attainment,Population 25 years and over,687311,(+/- 1176 )
Education,Educational Attainment,Less than 9th grade,23925,(+/- 2941 )
Education,Educational Attainment,"9th to 12th grade, no diploma",42597,(+/- 3673 )
Education,Educational Attainment,High school graduate (includes equivalency),207642,(+/- 7103 )
Education,Educational Attainment,"Some college, no degree",128063,(+/- 5435 )
Education,Educational Attainment,Associate's degree,56885,(+/- 3431 )
Education,Educational Attainment,Bachelor's degree,134287,(+/- 6889 )
Education,Educational Attainment,Graduate or professional degree,93912,(+/- 4752 )
Education,Educational Attainment,Percent high school graduate or higher,90.3,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,33.2,(+/- 1.0 )
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 American Community Survey 1-Year Estimates,,,,
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics.",,,,
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race.",,,,
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.,,,,
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",,,,
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.,,,,
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.,,,,
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.,,,,
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.,,,,
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.,,,,
An '(X)' means that the estimate is not applicable or not available,,,,
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes.",,,,
,,,,
Topic,Subject,Title,District (At Large) Estimate,District (At Large) Flag
Business,Paid employees for pay period including March 12,Total for all sectors,413410,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",128,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",379,H
Business,Paid employees for pay period including March 12,Utilities,2887,H
Business,Paid employees for pay period including March 12,Construction,23196,G
Business,Paid employees for pay period including March 12,Manufacturing,29709,G
Business,Paid employees for pay period including March 12,Wholesale trade,16858,H
Business,Paid employees for pay period including March 12,Retail trade,57004,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,13785,H
Business,Paid employees for pay period including March 12,Information,6312,G
Business,Paid employees for pay period including March 12,Finance and insurance,41700,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,6013,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",31580,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,6500,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,30948,G
Business,Paid employees for pay period including March 12,Educational services,6959,G
Business,Paid employees for pay period including March 12,Health care and social assistance,72115,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",9041,G
Business,Paid employees for pay period including March 12,Accommodation and food services,43123,G
Business,Paid employees for pay period including March 12,Other services (except public administration),15111,G
Business,Paid employees for pay period including March 12,Industries not classified,62,G
Business,"Annual payroll ($1,000)",Total for all sectors,23948185,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",6177,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",37257,H
Business,"Annual payroll ($1,000)",Utilities,342389,H
Business,"Annual payroll ($1,000)",Construction,1411114,G
Business,"Annual payroll ($1,000)",Manufacturing,1909686,G
Business,"Annual payroll ($1,000)",Wholesale trade,1719864,H
Business,"Annual payroll ($1,000)",Retail trade,1618680,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,637484,G
Business,"Annual payroll ($1,000)",Information,500355,G
Business,"Annual payroll ($1,000)",Finance and insurance,4216923,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,326109,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",3431054,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,663992,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,1192134,G
Business,"Annual payroll ($1,000)",Educational services,271725,G
Business,"Annual payroll ($1,000)",Health care and social assistance,4050822,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",235412,G
Business,"Annual payroll ($1,000)",Accommodation and food services,875196,G
Business,"Annual payroll ($1,000)",Other services (except public administration),498721,G
Business,"Annual payroll ($1,000)",Industries not classified,3091,G
Business,Total Establishments,Total for all sectors,26142,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",32,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",21,X
Business,Total Establishments,Utilities,65,X
Business,Total Establishments,Construction,2333,X
Business,Total Establishments,Manufacturing,572,X
Business,Total Establishments,Wholesale trade,1207,X
Business,Total Establishments,Retail trade,3608,X
Business,Total Establishments,Transportation and warehousing,761,X
Business,Total Establishments,Information,654,X
Business,Total Establishments,Finance and insurance,1963,X
Business,Total Establishments,Real estate and rental and leasing,1294,X
Business,Total Establishments,"Professional, scientific, and technical services",3245,X
Business,Total Establishments,Management of companies and enterprises,633,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1574,X
Business,Total Establishments,Educational services,326,X
Business,Total Establishments,Health care and social assistance,2765,X
Business,Total Establishments,"Arts, entertainment, and recreation",498,X
Business,Total Establishments,Accommodation and food services,2279,X
Business,Total Establishments,Other services (except public administration),2258,X
Business,Total Establishments,Industries not classified,54,X
,,,,
"The Census Bureau did not collect district boundaries for the 117th Congress, in keeping with the practice of not collecting the session which aligns with the decennial census. ",,,,
American Community Survey and County Business Patterns for districts in North Carolina are not currently available.  Estimates for the 116th Congressional districts and state and local geographies are available at data.census.gov.,,,,
,,,,
Source: 2019 County Business Patterns for Congressional Districts,,,,
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry.",,,,
2. Industries not classified - Industry could not be determined.,,,,
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates.",,,,
4. Disclosure and Quality Indicator Flag Definitions:,,,,
G Cell value changed by less than 2 percent by the application of noise,,,,
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise,,,,
J Cell value changed by 5 percent or more by the application of noise,,,,
S Cell value withheld because it did not meet publication standards,,,,
N Not available or not comparable,,,,
X Not applicable,,,,
