cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
People,Race,"Total population",712411,"(+/- 18319 )",736907,"(+/- 3284 )",857197,"(+/- 15302 )",773641,"(+/- 15699 )"
People,Race,"One race",682737,"(+/- 18172 )",710187,"(+/- 4346 )",808847,"(+/- 15246 )",734177,"(+/- 15835 )"
People,Race,White,365927,"(+/- 12344 )",578127,"(+/- 8454 )",552971,"(+/- 11683 )",492091,"(+/- 17008 )"
People,Race,"Black or African American",85885,"(+/- 8166 )",14496,"(+/- 1638 )",75071,"(+/- 8218 )",120732,"(+/- 8383 )"
People,Race,"American Indian and Alaska Native",12207,"(+/- 3752 )",15907,"(+/- 1627 )",5408,"(+/- 1950 )",8904,"(+/- 2070 )"
People,Race,Asian,65917,"(+/- 6690 )",33206,"(+/- 1730 )",118798,"(+/- 7248 )",43238,"(+/- 5718 )"
People,Race,"Native Hawaiian and Other Pacific Islander",5314,"(+/- 1813 )",3332,"(+/- 395 )",6283,"(+/- 2642 )",7658,"(+/- 2623 )"
People,Race,"Some other race",147487,"(+/- 14395 )",65119,"(+/- 7655 )",50316,"(+/- 8560 )",61554,"(+/- 9712 )"
People,Race,"Two or more races",29674,"(+/- 4376 )",26720,"(+/- 2945 )",48350,"(+/- 5302 )",39464,"(+/- 5276 )"
People,"Hispanic or Latino and Race","Total population",712411,"(+/- 18319 )",736907,"(+/- 3284 )",857197,"(+/- 15302 )",773641,"(+/- 15699 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",334593,"(+/- 13997 )",172877,"(+/- 1423 )",145320,"(+/- 12767 )",247809,"(+/- 12302 )"
People,"Hispanic or Latino and Race",Mexican,246709,"(+/- 14359 )",137473,"(+/- 5906 )",98071,"(+/- 11055 )",195015,"(+/- 13435 )"
People,"Hispanic or Latino and Race","Puerto Rican",9672,"(+/- 2283 )",4849,"(+/- 1867 )",7524,"(+/- 1925 )",8923,"(+/- 2501 )"
People,"Hispanic or Latino and Race",Cuban,20527,"(+/- 4802 )",1077,"(+/- 560 )",6911,"(+/- 3016 )",7526,"(+/- 2666 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",57685,"(+/- 7917 )",29478,"(+/- 5203 )",32814,"(+/- 6051 )",36345,"(+/- 6410 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",377818,"(+/- 13291 )",564030,"(+/- 2891 )",711877,"(+/- 15262 )",525832,"(+/- 13000 )"
People,"Place of Birth","Total population",712411,"(+/- 18319 )",736907,"(+/- 3284 )",857197,"(+/- 15302 )",773641,"(+/- 15699 )"
People,"Place of Birth",Native,479310,"(+/- 13470 )",643047,"(+/- 6453 )",702889,"(+/- 14925 )",644258,"(+/- 14492 )"
People,"Place of Birth","Born in United States",469565,"(+/- 13681 )",632054,"(+/- 7048 )",687435,"(+/- 14590 )",625302,"(+/- 14264 )"
People,"Place of Birth","State of residence",173230,"(+/- 9686 )",235267,"(+/- 7529 )",204422,"(+/- 10047 )",226145,"(+/- 10969 )"
People,"Place of Birth","Different state",296335,"(+/- 10737 )",396787,"(+/- 9024 )",483013,"(+/- 11690 )",399157,"(+/- 11274 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",9745,"(+/- 1641 )",10993,"(+/- 2583 )",15454,"(+/- 2362 )",18956,"(+/- 3090 )"
People,"Place of Birth","Foreign born",233101,"(+/- 13817 )",93860,"(+/- 5246 )",154308,"(+/- 8585 )",129383,"(+/- 8115 )"
People,Ancestry,"Total population",712411,"(+/- 18319 )",736907,"(+/- 3284 )",857197,"(+/- 15302 )",773641,"(+/- 15699 )"
People,Ancestry,American,21357,"(+/- 3534 )",25930,"(+/- 3288 )",37473,"(+/- 6436 )",17859,"(+/- 2153 )"
People,Ancestry,Arab,4307,"(+/- 2186 )",1615,"(+/- 803 )",4793,"(+/- 1893 )",1428,"(+/- 547 )"
People,Ancestry,Czech,1277,"(+/- 455 )",2115,"(+/- 748 )",2756,"(+/- 1155 )",1028,"(+/- 603 )"
People,Ancestry,Danish,2063,"(+/- 829 )",5790,"(+/- 1640 )",3950,"(+/- 1232 )",4112,"(+/- 1356 )"
People,Ancestry,Dutch,2911,"(+/- 894 )",9152,"(+/- 1672 )",7330,"(+/- 1577 )",6085,"(+/- 1415 )"
People,Ancestry,English,28230,"(+/- 2863 )",70293,"(+/- 5977 )",60017,"(+/- 5514 )",47585,"(+/- 4741 )"
People,Ancestry,"French (except Basque)",7963,"(+/- 1538 )",19703,"(+/- 3035 )",16846,"(+/- 2503 )",11145,"(+/- 2130 )"
People,Ancestry,"French Canadian",2095,"(+/- 1127 )",6376,"(+/- 1676 )",3321,"(+/- 1175 )",2444,"(+/- 803 )"
People,Ancestry,German,32923,"(+/- 2566 )",98217,"(+/- 7011 )",83529,"(+/- 6771 )",64331,"(+/- 5115 )"
People,Ancestry,Greek,1952,"(+/- 873 )",2551,"(+/- 1067 )",4786,"(+/- 1728 )",1106,"(+/- 494 )"
People,Ancestry,Hungarian,1625,"(+/- 677 )",1733,"(+/- 700 )",3607,"(+/- 1137 )",2215,"(+/- 773 )"
People,Ancestry,Irish,31085,"(+/- 3447 )",77846,"(+/- 6031 )",66437,"(+/- 6005 )",53332,"(+/- 5278 )"
People,Ancestry,Italian,22030,"(+/- 3102 )",41297,"(+/- 3781 )",49130,"(+/- 5270 )",33001,"(+/- 4162 )"
People,Ancestry,Lithuanian,1720,"(+/- 1355 )",1006,"(+/- 468 )",1599,"(+/- 624 )",615,"(+/- 340 )"
People,Ancestry,Norwegian,4069,"(+/- 1120 )",14378,"(+/- 2675 )",11605,"(+/- 2613 )",9143,"(+/- 2161 )"
People,Ancestry,Polish,7699,"(+/- 1699 )",11169,"(+/- 2013 )",20327,"(+/- 2580 )",11124,"(+/- 1881 )"
People,Ancestry,Portuguese,2779,"(+/- 970 )",8351,"(+/- 1901 )",4566,"(+/- 1371 )",2759,"(+/- 974 )"
People,Ancestry,Russian,3508,"(+/- 1093 )",5523,"(+/- 1414 )",9399,"(+/- 1717 )",4666,"(+/- 1831 )"
People,Ancestry,Scotch-Irish,2193,"(+/- 739 )",5779,"(+/- 1181 )",5153,"(+/- 1307 )",3522,"(+/- 977 )"
People,Ancestry,Scottish,4529,"(+/- 1053 )",14554,"(+/- 1983 )",13286,"(+/- 2143 )",9889,"(+/- 2224 )"
People,Ancestry,Slovak,627,"(+/- 354 )",725,"(+/- 499 )",1571,"(+/- 654 )",702,"(+/- 425 )"
People,Ancestry,"Subsaharan African",19504,"(+/- 5226 )",4258,"(+/- 1477 )",15176,"(+/- 4974 )",6572,"(+/- 2254 )"
People,Ancestry,Swedish,3582,"(+/- 1131 )",13931,"(+/- 2880 )",9781,"(+/- 2230 )",6393,"(+/- 1893 )"
People,Ancestry,Swiss,1123,"(+/- 417 )",1462,"(+/- 629 )",3353,"(+/- 1416 )",4530,"(+/- 2525 )"
People,Ancestry,Ukrainian,1360,"(+/- 647 )",1196,"(+/- 592 )",3960,"(+/- 1794 )",996,"(+/- 581 )"
People,Ancestry,Welsh,1833,"(+/- 683 )",5431,"(+/- 1201 )",4285,"(+/- 1072 )",3185,"(+/- 1107 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",2567,"(+/- 1036 )",411,"(+/- 299 )",2788,"(+/- 1710 )",4227,"(+/- 3562 )"
People,"Veteran Status","Civilian population 18 years and over",549799,"(+/- 12040 )",578918,"(+/- 2539 )",675914,"(+/- 10508 )",575556,"(+/- 10689 )"
People,"Veteran Status","Civilian veterans",34661,"(+/- 2727 )",56324,"(+/- 3587 )",61092,"(+/- 4739 )",60430,"(+/- 3953 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",705927,"(+/- 18441 )",727678,"(+/- 3451 )",854341,"(+/- 15341 )",755473,"(+/- 15778 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",98990,"(+/- 5047 )",88588,"(+/- 4956 )",92527,"(+/- 5104 )",94410,"(+/- 5531 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",161936,"(+/- 9033 )",156074,"(+/- 1872 )",180321,"(+/- 9018 )",191338,"(+/- 9525 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",6606,"(+/- 1547 )",6726,"(+/- 1518 )",4924,"(+/- 1463 )",8848,"(+/- 1999 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",443804,"(+/- 12026 )",441248,"(+/- 2587 )",533260,"(+/- 10310 )",441670,"(+/- 10183 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",53087,"(+/- 4137 )",40292,"(+/- 3183 )",41063,"(+/- 4417 )",43260,"(+/- 3809 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",100187,"(+/- 3632 )",130356,"(+/- 1914 )",140760,"(+/- 4557 )",122465,"(+/- 4355 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",39297,"(+/- 2740 )",41570,"(+/- 2678 )",46540,"(+/- 2996 )",42302,"(+/- 3007 )"
People,"Residence 1 Year Ago","Population 1 year and over",705491,"(+/- 18052 )",728343,"(+/- 3649 )",848610,"(+/- 15444 )",766158,"(+/- 15299 )"
People,"Residence 1 Year Ago","Same house",570700,"(+/- 19555 )",602877,"(+/- 10490 )",709472,"(+/- 14505 )",627542,"(+/- 16344 )"
People,"Residence 1 Year Ago","Different house in the U.S.",127560,"(+/- 11840 )",120763,"(+/- 9473 )",134588,"(+/- 10396 )",134715,"(+/- 12357 )"
People,"Residence 1 Year Ago","Same county",100036,"(+/- 10972 )",66071,"(+/- 7010 )",91140,"(+/- 8447 )",95976,"(+/- 10666 )"
People,"Residence 1 Year Ago","Different county",27524,"(+/- 4558 )",54692,"(+/- 6173 )",43448,"(+/- 6123 )",38739,"(+/- 5019 )"
People,"Residence 1 Year Ago","Same state",841,"(+/- 495 )",24160,"(+/- 4109 )",1589,"(+/- 780 )",4863,"(+/- 1532 )"
People,"Residence 1 Year Ago","Different state",26683,"(+/- 4535 )",30532,"(+/- 4370 )",41859,"(+/- 6073 )",33876,"(+/- 4791 )"
People,"Residence 1 Year Ago",Abroad,7231,"(+/- 3808 )",4703,"(+/- 3171 )",4550,"(+/- 1830 )",3901,"(+/- 1492 )"
Workers,"Employment Status","Population 16 years and over",566561,"(+/- 13037 )",597949,"(+/- 2831 )",694480,"(+/- 11191 )",606243,"(+/- 11756 )"
Workers,"Employment Status","In labor force",351825,"(+/- 10776 )",385754,"(+/- 5421 )",461943,"(+/- 10483 )",368706,"(+/- 10354 )"
Workers,"Employment Status","Civilian labor force",351467,"(+/- 10747 )",384183,"(+/- 5417 )",460994,"(+/- 10421 )",362224,"(+/- 10355 )"
Workers,"Employment Status",Employed,330032,"(+/- 10278 )",367060,"(+/- 5675 )",441089,"(+/- 10399 )",341687,"(+/- 10116 )"
Workers,"Employment Status",Unemployed,21435,"(+/- 2659 )",17123,"(+/- 1895 )",19905,"(+/- 3222 )",20537,"(+/- 2592 )"
Workers,"Employment Status","Armed Forces",358,"(+/- 313 )",1571,"(+/- 651 )",949,"(+/- 595 )",6482,"(+/- 1861 )"
Workers,"Employment Status","Not in labor force",214736,"(+/- 7837 )",212195,"(+/- 5173 )",232537,"(+/- 8015 )",237537,"(+/- 7353 )"
Workers,"Employment Status","Civilian labor force",351467,"(+/- 10747 )",384183,"(+/- 5417 )",460994,"(+/- 10421 )",362224,"(+/- 10355 )"
Workers,"Employment Status","Unemployment Rate",6.1,"(+/- 0.7 )",4.5,"(+/- 0.5 )",4.3,"(+/- 0.7 )",5.7,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",323525,"(+/- 10030 )",361990,"(+/- 5909 )",433195,"(+/- 10495 )",342327,"(+/- 9775 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",236272,"(+/- 8466 )",266708,"(+/- 6667 )",347260,"(+/- 10428 )",274382,"(+/- 8568 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",34742,"(+/- 4021 )",48031,"(+/- 3980 )",37889,"(+/- 3998 )",34501,"(+/- 3812 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",18046,"(+/- 3016 )",13351,"(+/- 2533 )",6048,"(+/- 1443 )",7335,"(+/- 1759 )"
Workers,"Commuting to Work",Walked,5992,"(+/- 1631 )",9828,"(+/- 2030 )",4238,"(+/- 1369 )",3223,"(+/- 1127 )"
Workers,"Commuting to Work","Other means",18291,"(+/- 3596 )",5157,"(+/- 1533 )",8799,"(+/- 1756 )",9693,"(+/- 2324 )"
Workers,"Commuting to Work","Worked from home",10182,"(+/- 1568 )",18915,"(+/- 2258 )",28961,"(+/- 3545 )",13193,"(+/- 1979 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.8,"(+/- 0.7 )",24.6,"(+/- 0.6 )",24.2,"(+/- 0.6 )",28.0,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",330032,"(+/- 10278 )",367060,"(+/- 5675 )",441089,"(+/- 10399 )",341687,"(+/- 10116 )"
Workers,Occupation,"Management, business, science, and arts occupations",62748,"(+/- 4191 )",116803,"(+/- 5547 )",172175,"(+/- 7326 )",98145,"(+/- 5802 )"
Workers,Occupation,"Service occupations",117827,"(+/- 6950 )",68707,"(+/- 5042 )",101195,"(+/- 6199 )",92866,"(+/- 5823 )"
Workers,Occupation,"Sales and office occupations",64365,"(+/- 4847 )",78913,"(+/- 4068 )",104560,"(+/- 6925 )",71091,"(+/- 5219 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",37287,"(+/- 4290 )",44675,"(+/- 3322 )",23548,"(+/- 2902 )",35371,"(+/- 3459 )"
Workers,Occupation,"Production, transportation, and material moving occupations",47805,"(+/- 3984 )",57962,"(+/- 4101 )",39611,"(+/- 3777 )",44214,"(+/- 4272 )"
Workers,Industry,"Civilian employed population 16 years and over",330032,"(+/- 10278 )",367060,"(+/- 5675 )",441089,"(+/- 10399 )",341687,"(+/- 10116 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1079,"(+/- 548 )",15304,"(+/- 1947 )",2046,"(+/- 850 )",3203,"(+/- 994 )"
Workers,Industry,Construction,30964,"(+/- 3862 )",33687,"(+/- 3428 )",20223,"(+/- 2375 )",27906,"(+/- 3721 )"
Workers,Industry,Manufacturing,11551,"(+/- 1914 )",32055,"(+/- 3576 )",17800,"(+/- 2534 )",12416,"(+/- 1700 )"
Workers,Industry,"Wholesale trade",4428,"(+/- 1093 )",10690,"(+/- 1995 )",7041,"(+/- 1567 )",6459,"(+/- 1511 )"
Workers,Industry,"Retail trade",36394,"(+/- 3335 )",39459,"(+/- 4080 )",50877,"(+/- 5064 )",39206,"(+/- 3622 )"
Workers,Industry,"Transportation and warehousing, and utilities",25600,"(+/- 3685 )",22880,"(+/- 2903 )",27609,"(+/- 3647 )",22149,"(+/- 3185 )"
Workers,Industry,Information,4254,"(+/- 1202 )",4187,"(+/- 1201 )",9702,"(+/- 2132 )",5091,"(+/- 1255 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",13974,"(+/- 1806 )",16150,"(+/- 1996 )",29521,"(+/- 2679 )",17654,"(+/- 2383 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",40481,"(+/- 3839 )",37667,"(+/- 3167 )",52244,"(+/- 4332 )",35621,"(+/- 3276 )"
Workers,Industry,"Educational services, and health care and social assistance",37390,"(+/- 3038 )",67782,"(+/- 4164 )",76057,"(+/- 5276 )",58764,"(+/- 4338 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",101934,"(+/- 6790 )",48762,"(+/- 3927 )",113082,"(+/- 6487 )",79340,"(+/- 5381 )"
Workers,Industry,"Other services, except public administration",16165,"(+/- 2349 )",18619,"(+/- 2681 )",18454,"(+/- 3018 )",16929,"(+/- 2314 )"
Workers,Industry,"Public administration",5818,"(+/- 1135 )",19818,"(+/- 2194 )",16433,"(+/- 2135 )",16949,"(+/- 2742 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",330032,"(+/- 10278 )",367060,"(+/- 5675 )",441089,"(+/- 10399 )",341687,"(+/- 10116 )"
Workers,"Class of Worker","Private wage and salary workers",288027,"(+/- 10126 )",294876,"(+/- 6372 )",364699,"(+/- 10682 )",279680,"(+/- 9563 )"
Workers,"Class of Worker","Government workers",22258,"(+/- 2617 )",53767,"(+/- 3872 )",48963,"(+/- 3474 )",44423,"(+/- 4174 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",19636,"(+/- 2883 )",17350,"(+/- 2407 )",26419,"(+/- 2448 )",17129,"(+/- 2185 )"
Workers,"Class of Worker","Unpaid family workers",111,"(+/- 125 )",1067,"(+/- 690 )",1008,"(+/- 482 )",455,"(+/- 266 )"
Housing,"Housing Occupancy","Total housing units",308804,"(+/- 5075 )",323746,"(+/- 1641 )",357356,"(+/- 5886 )",295775,"(+/- 6263 )"
Housing,"Housing Occupancy","Occupied housing units",257962,"(+/- 6012 )",298135,"(+/- 3306 )",321058,"(+/- 5762 )",266402,"(+/- 6190 )"
Housing,"Housing Occupancy","Vacant housing units",50842,"(+/- 3206 )",25611,"(+/- 2958 )",36298,"(+/- 3990 )",29373,"(+/- 3112 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.0,"(+/- 0.7 )",1.0,"(+/- 0.5 )",2.2,"(+/- 0.6 )",1.2,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",13.3,"(+/- 1.2 )",3.4,"(+/- 1.0 )",5.4,"(+/- 1.2 )",5.3,"(+/- 1.3 )"
Housing,"Housing Tenure","Occupied housing units",257962,"(+/- 6012 )",298135,"(+/- 3306 )",321058,"(+/- 5762 )",266402,"(+/- 6190 )"
Housing,"Housing Tenure",Owner-occupied,102758,"(+/- 3742 )",183176,"(+/- 4809 )",196376,"(+/- 5305 )",165208,"(+/- 5008 )"
Housing,"Housing Tenure",Renter-occupied,155204,"(+/- 5427 )",114959,"(+/- 4301 )",124682,"(+/- 5815 )",101194,"(+/- 5090 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.99,"(+/- 0.10 )",2.54,"(+/- 0.04 )",2.71,"(+/- 0.06 )",2.88,"(+/- 0.08 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.55,"(+/- 0.08 )",2.25,"(+/- 0.05 )",2.59,"(+/- 0.09 )",2.82,"(+/- 0.11 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",257962,"(+/- 6012 )",298135,"(+/- 3306 )",321058,"(+/- 5762 )",266402,"(+/- 6190 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",107060,"(+/- 5109 )",102316,"(+/- 4497 )",123694,"(+/- 5944 )",94425,"(+/- 4664 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",41888,"(+/- 3310 )",42448,"(+/- 3464 )",52647,"(+/- 3874 )",39178,"(+/- 3286 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",41033,"(+/- 2823 )",53635,"(+/- 4404 )",59423,"(+/- 3978 )",53691,"(+/- 4266 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",36376,"(+/- 3202 )",55523,"(+/- 3638 )",60510,"(+/- 3388 )",49986,"(+/- 3338 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",19046,"(+/- 1776 )",28561,"(+/- 2440 )",20959,"(+/- 1898 )",20673,"(+/- 2143 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",12559,"(+/- 1456 )",15652,"(+/- 1916 )",3825,"(+/- 808 )",8449,"(+/- 1420 )"
Housing,Value,"Owner-occupied units",102758,"(+/- 3742 )",183176,"(+/- 4809 )",196376,"(+/- 5305 )",165208,"(+/- 5008 )"
Housing,Value,"Less than $50,000",5943,"(+/- 1003 )",8109,"(+/- 1500 )",4240,"(+/- 865 )",4665,"(+/- 1109 )"
Housing,Value,"$50,000 to $99,999",5328,"(+/- 1053 )",5109,"(+/- 1075 )",1278,"(+/- 495 )",4781,"(+/- 1181 )"
Housing,Value,"$100,000 to $149,999",8808,"(+/- 1448 )",6443,"(+/- 1173 )",2906,"(+/- 697 )",8611,"(+/- 1223 )"
Housing,Value,"$150,000 to $199,999",13393,"(+/- 1687 )",11233,"(+/- 1667 )",8857,"(+/- 1470 )",15461,"(+/- 1797 )"
Housing,Value,"$200,000 to $299,999",44474,"(+/- 2722 )",38248,"(+/- 3602 )",40888,"(+/- 3007 )",55205,"(+/- 3239 )"
Housing,Value,"$300,000 to $499,999",18530,"(+/- 1899 )",73283,"(+/- 3535 )",97382,"(+/- 4368 )",58342,"(+/- 3650 )"
Housing,Value,"$500,000 to $999,999",5224,"(+/- 942 )",32482,"(+/- 2656 )",34357,"(+/- 2645 )",16809,"(+/- 1649 )"
Housing,Value,"$1,000,000 or more",1058,"(+/- 368 )",8269,"(+/- 1373 )",6468,"(+/- 1109 )",1334,"(+/- 625 )"
Housing,Value,"Median (dollars)",238000,"(+/- 4986 )",349100,"(+/- 5456 )",363100,"(+/- 4212 )",290400,"(+/- 4381 )"
Housing,"Mortgage Status","Owner-occupied units",102758,"(+/- 3742 )",183176,"(+/- 4809 )",196376,"(+/- 5305 )",165208,"(+/- 5008 )"
Housing,"Mortgage Status","Housing units with a mortgage",61947,"(+/- 3351 )",119829,"(+/- 4317 )",140463,"(+/- 4738 )",114082,"(+/- 4542 )"
Housing,"Mortgage Status","Housing units without a mortgage",40811,"(+/- 2703 )",63347,"(+/- 3377 )",55913,"(+/- 3299 )",51126,"(+/- 3293 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",61947,"(+/- 3351 )",119829,"(+/- 4317 )",140463,"(+/- 4738 )",114082,"(+/- 4542 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1043,"(+/- 623 )",962,"(+/- 450 )",927,"(+/- 394 )",1628,"(+/- 550 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",14613,"(+/- 1710 )",12599,"(+/- 1847 )",11536,"(+/- 1647 )",16047,"(+/- 1996 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",25831,"(+/- 2324 )",34199,"(+/- 3262 )",37176,"(+/- 2584 )",39649,"(+/- 2577 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",12955,"(+/- 1593 )",36683,"(+/- 2723 )",36944,"(+/- 3131 )",30478,"(+/- 2613 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",4462,"(+/- 1001 )",18692,"(+/- 2240 )",29048,"(+/- 2995 )",16081,"(+/- 2396 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",1177,"(+/- 509 )",8858,"(+/- 1760 )",12156,"(+/- 1836 )",6351,"(+/- 994 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",1866,"(+/- 512 )",7836,"(+/- 1477 )",12676,"(+/- 1591 )",3848,"(+/- 902 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1278,"(+/- 35 )",1653,"(+/- 32 )",1799,"(+/- 37 )",1496,"(+/- 31 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",40811,"(+/- 2703 )",63347,"(+/- 3377 )",55913,"(+/- 3299 )",51126,"(+/- 3293 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",6548,"(+/- 1098 )",7336,"(+/- 1547 )",4375,"(+/- 989 )",7100,"(+/- 1276 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",15252,"(+/- 1556 )",19989,"(+/- 2116 )",17139,"(+/- 2038 )",19400,"(+/- 2308 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",11371,"(+/- 1761 )",18532,"(+/- 2321 )",17167,"(+/- 1969 )",15298,"(+/- 1986 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",3897,"(+/- 1080 )",9662,"(+/- 1452 )",8960,"(+/- 1132 )",5270,"(+/- 927 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1732,"(+/- 647 )",2885,"(+/- 735 )",3403,"(+/- 752 )",2384,"(+/- 764 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",2011,"(+/- 583 )",4943,"(+/- 977 )",4869,"(+/- 1061 )",1674,"(+/- 722 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",387,"(+/- 17 )",439,"(+/- 17 )",465,"(+/- 15 )",393,"(+/- 12 )"
